name	Cnname	compactsave	version	level	ShowLevel	spawnable	PermStoreItem	multibuy	useable	type	type2	auto prefix	levelreq	reqstr	reqdex	rarity	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	Nameable	diablocloneweight
Soul Ore Life Steal		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s93	s93	s93	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreLifeStl			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Mana Steal		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s94	s94	s94	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreManaStl			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Freezing Target		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s78	s78	s78	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreFrzTrgt			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Chance of Open Wounds		1	0	0	0	1	0		0	sore			0			15	0	1	69998		s79	s79	s79	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreChanceOpenW			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Chance of Crushing Blow		1	0	0	0	1	0		0	sore			0			18	0	1	69998		s80	s80	s80	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreCrushingBlow			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Deadly Strike		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s81	s81	s81	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreDeadlyStrike			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Slows Target by %		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s82	s82	s82	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreSlowTarget			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Defence		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s83	s83	s83	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreDefence			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Enhanced Defence %		1	0	0	0	1	0		0	sore			0			12	0	1	69998		s84	s84	s84	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreEnhDefence			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Defence vs Missile		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s85	s85	s85	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreDefvM			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Defence vs Melee		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s86	s86	s86	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreDefvMe			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Damage Reduced by #		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s87	s87	s87	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreDamRed#			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Damage Reduced by %		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s88	s88	s88	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreDamRedP			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Magic Damage Reduced by #		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s89	s89	s89	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMagRed#			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Fire Resist		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s90	s90	s90	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreFireRes			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Fire Resist Max		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s91	s91	s91	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreFireResMax			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Cold Resist		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s92	s92	s92	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreColdRes			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Cold Resist Max		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s34	s34	s34	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreColdResMax			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Lightning Resist		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s35	s35	s35	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreLightningRes			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Lightning Resist Max		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s36	s36	s36	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreLightningResMax			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Magic Resist		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s37	s37	s37	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMagRes			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Magic Resist Max		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s38	s38	s38	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMagResMax			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Poison Resistance		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s39	s39	s39	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOrePoisonRes			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Poison Resistance Max		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s40	s40	s40	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOrePoisonResMax			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore All Resistances		1	0	0	0	1	0		0	sore			0			12	0	1	59998		s41	s41	s41	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreAllRes			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore All Resistances Max		1	0	0	0	1	0		0	sore			0			18	0	1	49999		s42	s42	s42	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreAllResMax			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Strength		1	0	0	0	1	0		0	sore			0			5	0	1	49998		s43	s43	s43	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreStr			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Dexterity		1	0	0	0	1	0		0	sore			0			5	0	1	49998		s44	s44	s44	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreDex			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Vitality		1	0	0	0	1	0		0	sore			0			5	0	1	49998		s45	s45	s45	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreVit			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Energy		1	0	0	0	1	0		0	sore			0			5	0	1	49998		s46	s46	s46	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreEnergy			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore All Attributes		1	0	0	0	1	0		0	sore			0			18	0	1	59998		s51	s51	s51	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreAllAttri			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Life		1	0	0	0	1	0		0	sore			0			5	0	1	49998		s47	s47	s47	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreLife			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Life %		1	0	0	0	1	0		0	sore			0			15	0	1	69998		s48	s48	s48	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreLifeP			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Mana		1	0	0	0	1	0		0	sore			0			5	0	1	49998		s49	s49	s49	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMana			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Mana %		1	0	0	0	1	0		0	sore			0			15	0	1	69998		s50	s50	s50	16	1	1	0	0	0	flpgsv	invgsvd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreManaP			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Faster Run Walk		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s52	s52	s52	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreFastRunWalk			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Faster Hit Recovery		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s53	s53	s53	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreFastHitRec			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Faster Block Rate		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s54	s54	s54	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreFastBlock			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Cannot be Frozen		1	0	0	0	1	0		0	sore			0			9	0	1	79998		s56	s56	s56	16	1	1	0	0	0	flpgsb	invgsbd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreNoFreeze			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Replenish Life		1	0	0	0	1	0		0	sore			0			5	0	1	49998		s57	s57	s57	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreReplenish			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Mana Regen		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s58	s58	s58	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreManaRegen			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore All Skills		1	0	0	0	1	0		0	sore			0			27	0	1	149997		s59	s59	s59	16	1	1	0	0	0	flpgsw	invgswd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreAllSkills			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Light Radius +		1	0	0	0	1	0		0	sore			0			9	0	1	59998		v50	v50	v50	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreLightInc			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Reduce Poison Length		1	0	0	0	1	0		0	sore			0			9	0	1	49998		v52	v52	v52	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreRedPoiLen			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Thorns		1	0	0	0	1	0		0	sore			0			9	0	1	49998		v53	v53	v53	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreThorns			8	0	0	0	non	0	0	0			255	1	1			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Fire Skill Damage		1	0	0	0	1	0		0	sore			0			18	0	1	69998		v54	v54	v54	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreFireSki			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Lightning Skill Damage		1	0	0	0	1	0		0	sore			0			18	0	1	69998		v55	v55	v55	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreLighSki			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Cold Skill Damage		1	0	0	0	1	0		0	sore			0			18	0	1	69998		v56	v56	v56	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreColdSki			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Poison Skill Damage		1	0	0	0	1	0		0	sore			0			18	0	1	69998		v57	v57	v57	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOrePoisSki			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
