Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Act 2 (H) Uitem B	14	71	1	840	800	800	1024	0	Act 2 (H) Equip B	58	Act 2 (H) Good	5																										0
Act 2 (H) Uitem C	14	72	1	840	800	800	1024	0	Act 2 (H) Equip B	58	Act 2 (H) Good	5																										0
Act 3 (H) Uitem A	14	74	1	840	800	800	1024	0	Act 3 (H) Equip A	58	Act 3 (H) Good	5																										0
Act 3 (H) Uitem B	14	75	1	840	800	800	1024	0	Act 3 (H) Equip B	58	Act 3 (H) Good	5																										0
Act 3 (H) Uitem C	14	77	1	840	800	800	1024	0	Act 3 (H) Equip B	58	Act 3 (H) Good	5																										0
Act 4 (H) Uitem A	14	78	1	840	800	800	1024	0	Act 4 (H) Equip A	58	Act 4 (H) Good	5																										0
Act 4 (H) Uitem B	14	80	1	840	800	800	1024	0	Act 4 (H) Equip B	58	Act 4 (H) Good	5																										0
Act 5 (H) Uitem A	14	81	1	840	800	800	1024	0	Act 5 (H) Equip A	58	Act 5 (H) Good	5																										0
Act 5 (H) Uitem B	14	83	1	840	800	800	1024	0	Act 5 (H) Equip B	58	Act 5 (H) Good	5																										0
Act 5 (H) Uitem C	14	85	1	840	800	800	1024	0	Act 5 (H) Equip C	58	Act 5 (H) Good	5																										0
Act 1 Unique A	15	0	-4					0	Act 1 Uitem A	1	Act 1 Cpot A	2																										0
Act 1 Unique B	15	5	-4					0	Act 1 Uitem B	1	Act 1 Cpot B	2																										0
Act 1 Unique C	15	9	-4					0	Act 1 Uitem C	1	Act 1 Cpot C	2																										0
Act 2 Unique A	15	12	-4					0	Act 2 Uitem A	1	Act 2 Cpot A	2																										0
Act 2 Unique B	15	15	-4					0	Act 2 Uitem B	1	Act 2 Cpot B	2																										0
Act 2 Unique C	15	18	-4					0	Act 2 Uitem C	1	Act 2 Cpot C	2																										0
Act 3 Unique A	15	20	-4					0	Act 3 Uitem A	1	Act 3 Cpot A	2																										0
Act 3 Unique B	15	22	-4					0	Act 3 Uitem B	1	Act 3 Cpot B	2																										0
Act 3 Unique C	15	24	-4					0	Act 3 Uitem C	1	Act 3 Cpot C	2																										0
Act 4 Unique A	15	26	-4					0	Act 4 Uitem A	1	Act 4 Cpot A	2																										0
Act 4 Unique B	15	29	-4					0	Act 4 Uitem B	1	Act 4 Cpot B	2																										0
Act 5 Unique A	15	32	-4					0	Act 5 Uitem A	1	Act 5 Cpot A	2																										0
Act 5 Unique B	15	34	-4					0	Act 5 Uitem B	1	Act 5 Cpot B	2																										0
Act 5 Unique C	15	36	-4					0	Act 5 Uitem C	1	Act 5 Cpot C	2																										0
Act 1 (N) Unique A	15	38	-4					0	Act 1 (N) Uitem A	1	Act 1 (N) Cpot A	2																										0
Act 1 (N) Unique B	15	40	-4					0	Act 1 (N) Uitem B	1	Act 1 (N) Cpot B	2																										0
Act 1 (N) Unique C	15	41	-4					0	Act 1 (N) Uitem C	1	Act 1 (N) Cpot C	2																										0
Act 2 (N) Unique A	15	42	-4					0	Act 2 (N) Uitem A	1	Act 2 (N) Cpot A	2																										0
Act 2 (N) Unique B	15	44	-4					0	Act 2 (N) Uitem B	1	Act 2 (N) Cpot B	2																										0
Act 2 (N) Unique C	15	45	-4					0	Act 2 (N) Uitem C	1	Act 2 (N) Cpot C	2																										0
Act 3 (N) Unique A	15	46	-4					0	Act 3 (N) Uitem A	1	Act 3 (N) Cpot A	2																										0
Act 3 (N) Unique B	15	48	-4					0	Act 3 (N) Uitem B	1	Act 3 (N) Cpot B	2																										0
Act 3 (N) Unique C	15	50	-4					0	Act 3 (N) Uitem C	1	Act 3 (N) Cpot C	2																										0
Act 4 (N) Unique A	15	51	-4					0	Act 4 (N) Uitem A	1	Act 4 (N) Cpot A	2																										0
Act 4 (N) Unique B	15	54	-4					0	Act 4 (N) Uitem B	1	Act 4 (N) Cpot B	2																										0
Act 5 (N) Unique A	15	57	-4					0	Act 5 (N) Uitem A	1	Act 5 (N) Cpot A	2																										0
Act 5 (N) Unique B	15	60	-4					0	Act 5 (N) Uitem B	1	Act 5 (N) Cpot B	2																										0
Act 5 (N) Unique C	15	62	-4					0	Act 5 (N) Uitem C	1	Act 5 (N) Cpot C	2																										0
Act 1 (H) Unique A	15	63	-4					0	Act 1 (H) Uitem A	1	Act 1 (H) Cpot A	2	Act 3 Terrorize Act Consumable Desecrated 	1																								0
Act 1 (H) Unique B	15	66	-4					0	Act 1 (H) Uitem B	1	Act 1 (H) Cpot B	2	Act 3 Terrorize Act Consumable Desecrated 	1																								0
Act 1 (H) Unique C	15	68	-4					0	Act 1 (H) Uitem C	1	Act 1 (H) Cpot C	2	Act 3 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Unique A	15	69	-4					0	Act 2 (H) Uitem A	1	Act 2 (H) Cpot A	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Unique B	15	71	-4					0	Act 2 (H) Uitem B	1	Act 2 (H) Cpot B	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Unique C	15	72	-4					0	Act 2 (H) Uitem C	1	Act 2 (H) Cpot C	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Unique A	15	74	-4					0	Act 3 (H) Uitem A	1	Act 3 (H) Cpot A	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Unique B	15	75	-4					0	Act 3 (H) Uitem B	1	Act 3 (H) Cpot B	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Unique C	15	77	-4					0	Act 3 (H) Uitem C	1	Act 3 (H) Cpot C	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 4 (H) Unique A	15	78	-4					0	Act 4 (H) Uitem A	1	Act 4 (H) Cpot A	2	Act 2 Terrorize Act Consumable Desecrated 	1																								0
Act 4 (H) Unique B	15	80	-4					0	Act 4 (H) Uitem B	1	Act 4 (H) Cpot B	2	Act 2 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Unique A	15	81	-4					0	Act 5 (H) Uitem A	1	Act 5 (H) Cpot A	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Unique B	15	83	-4					0	Act 5 (H) Uitem B	1	Act 5 (H) Cpot B	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Unique C	15	85	-4					0	Act 5 (H) Uitem C	1	Act 5 (H) Cpot C	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Quill 1	16	0	1					166	gld	19	Act 1 Junk	9																										0
Quill 2	16	4	1					166	gld	19	Act 1 Junk	9																										0
Quill 3	16	8	1					166	gld	19	Act 1 Junk	9	Act 1 Good	2																								0
Quill 4	16	12	1					166	gld	19	Act 1 Junk	9	Act 1 Good	2																								0
Quill 5	16	20	1					166	gld	19	Act 3 Junk	9	Act 3 Good	2																								0
Quill 1 (N)	16	32	1					166	gld	19	Act 1 (N) Junk	9																										0
Quill 2 (N)	16	35	1					166	gld	19	Act 1 (N) Junk	9	Act 1 (N) Good	2																								0
Quill 3 (N)	16	38	1					166	gld	19	Act 1 (N) Junk	9	Act 1 (N) Good	2																								0
Quill 4 (N)	16	40	1					166	gld	19	Act 1 (N) Junk	9	Act 1 (N) Good	2																								0
Quill 5 (N)	16	46	1					166	gld	19	Act 3 (N) Junk	9	Act 3 (N) Good	2																								0
Quill 1 (H)	16	60	1					166	gld	19	Act 1 (H) Junk	9																										0
Quill 2 (H)	16	62	1					166	gld	19	Act 1 (H) Junk	9	Act 1 (H) Good	4																								0
Quill 3 (H)	16	65	1					166	gld	19	Act 1 (H) Junk	9	Act 1 (H) Good	4																								0
Quill 4 (H)	16	68	1					166	gld	19	Act 1 (H) Junk	9	Act 1 (H) Good	4																								0
Quill 5 (H)	16	85	1					166	gld	19	Act 3 (H) Junk	9	Act 3 (H) Good	4																								0
Swarm 1	17	0	1					166	Potion 2	12			Act 2 Good	2	Act 2 Magic A	6																						0
Swarm 2	17	20	1					166	Potion 3	12			Act 3 Good	2	Act 3 Magic A	6																						0
Swarm 1 (N)	17	40	1					166	Potion 6	12			Act 2 (N) Good	2	Act 2 (N) Magic A	6																						0
Swarm 2 (N)	17	46	1					166	Potion 6	12			Act 3 (N) Good	2	Act 3 (N) Magic A	6																						0
Swarm 1 (H)	17	68	1					166	Potion 6	12			Act 2 (H) Good	2	Act 2 (H) Magic A	6																						0
Swarm 2 (H)	17	74	1					166	Potion 6	12			Act 3 (H) Good	2	Act 3 (H) Magic A	6																						0
Sunder Charms			1					18383	PreCrafted Cold Rupture	30	PreCrafted Flame Rift	30	PreCrafted Crack of the Heavens	20	PreCrafted Rotting Fissure	14	PreCrafted Bone Break	9	PreCrafted Black Cleft	6												"cond('MonsterTestElite', herald)*(stat('heraldtier'.accr) >3) "	2	2	1			0
Andariel			7	983	983	983	1024	3	"gld,mul=1280"	11	Act 2 Equip A	19	Runes 12	7	Act 2 Good	4																						0
Andariel (N)			7	983	983	983	1024	3	"gld,mul=1536"	11	Act 2 (N) Equip A	19	Runes 15	7	Act 2 (N) Good	4																						0
Andariel (H)			7	983	983	983	1024	0	"gld,mul=2048"	11	Act 2 (H) Equip A	19	Runes 17	7	Act 2 (H) Good	4	tes	2																				0
Andarielq			7	983	983	1024	1024	8	Act 2 Equip A	19	Act 2 Good	4																										0
Andarielq Desecrated A	20	13	7	983	983	1024	1024	6	Act 2 Equip A	19	Act 2 Good	4																										0
Andarielq Desecrated B	20	32	7	983	983	1024	1024	6	Act 4 Equip B	19	Act 4 Good	4																										0
Andarielq Desecrated C	20	48	7	983	983	1024	1024	6	Act 3 (N) Equip A	19	Act 3 (N) Good	4																										0
Andarielq (N)			7	983	983	1024	1024	8	Act 2 (N) Equip A	19	Act 2 (N) Good	4																										0
Andarielq (N) Desecrated A	20	43	7	983	983	1024	1024	6	Act 2 (N) Equip A	19	Act 2 (N) Good	4																										0
Andarielq (N) Desecrated B	20	57	7	983	983	1024	1024	6	Act 4 (N) Equip B	19	Act 4 (N) Good	4																										0
Andarielq (N) Desecrated C	20	73	7	983	983	1024	1024	6	Act 3 (H) Equip A	19	Act 3 (H) Good	4																										0
Andarielq (H)			7	983	983	1024	1024	3	Act 2 (H) Equip A	19	Act 2 (H) Good	4	tes	2																								0
Andarielq Item (H) Desecrated A			7	983	983	1024	1024	3	Act 3 (H) Equip B	57	Act 3 (H) Good	10	tes	6	Ancient Statue 1	2																						0
Andarielq Item (H) Desecrated B			7	983	983	1024	1024	3	Act 3 (H) Equip C	57	Act 3 (H) Good	10	tes	6	Ancient Statue 1	2																						0
Andarielq Item (H) Desecrated C			7	983	983	1024	1024	3	Act 4 (H) Equip A	57	Act 4 (H) Good	10	tes	6	Ancient Statue 1	2																						0
Andarielq Item (H) Desecrated D			7	983	983	1024	1024	3	Act 4 (H) Equip B	57	Act 4 (H) Good	10	tes	6	Ancient Statue 1	2																						0
Andarielq Item (H) Desecrated E			7	983	983	1024	1024	3	Act 4 (H) Equip C	57	Act 4 (H) Good	10	tes	6	Ancient Statue 1	2																						0
Andarielq Item (H) Desecrated F			7	983	983	1024	1024	3	Act 5 (H) Equip A	57	Act 5 (H) Good	10	tes	6	Ancient Statue 1	2																						0
Andarielq Item (H) Desecrated G			7	983	983	1024	1024	3	Act 5 (H) Equip B	57	Act 5 (H) Good	10	tes	6	Ancient Statue 1	2																						0
Andarielq Item (H) Desecrated H			7	983	983	1024	1024	3	Act 5 (H) Equip C	57	Act 5 (H) Good	10	tes	6	Ancient Statue 1	2																						0
Andarielq (H) Desecrated A	20	74	-1					0	Andarielq Item (H) Desecrated A	1																												0
Andarielq (H) Desecrated B	20	78	-1					0	Andarielq Item (H) Desecrated B	1																												0
Andarielq (H) Desecrated C	20	81	-1					0	Andarielq Item (H) Desecrated C	1																												0
Andarielq (H) Desecrated D	20	84	-1					0	Andarielq Item (H) Desecrated D	1																												0
Andarielq (H) Desecrated E	20	87	-1					0	Andarielq Item (H) Desecrated E	1																												0
Andarielq (H) Desecrated F	20	90	-1					0	Andarielq Item (H) Desecrated F	1																												0
Andarielq (H) Desecrated G	20	93	-1					0	Andarielq Item (H) Desecrated G	1																												0
Andarielq (H) Desecrated H	20	96	-1					0	Andarielq Item (H) Desecrated H	1																												0
Duriel - Base			7	983	983	983	1024	3	"gld,mul=1280"	11	Act 3 Equip A	19	Runes 12	7	Act 3 Good	4																						0
Duriel - Base Desecrated A			7	983	983	983	1024	1	"gld,mul=1280"	11	Act 3 Equip B	19	Runes 12	7	Act 3 Good	4																						0
Duriel - Base Desecrated B			7	983	983	983	1024	1	"gld,mul=1280"	11	Act 5 Equip B	19	Runes 12	7	Act 5 Good	4																						0
Duriel - Base Desecrated C			7	983	983	983	1024	1	"gld,mul=1280"	11	Act 3 (N) Equip A	19	Runes 12	7	Act 3 (N) Good	4																						0
Duriel (N) - Base			7	983	983	983	1024	19	"gld,mul=1536"	11	Act 3 (N) Equip A	19	Act 3 (N) Junk	7	Act 3 (N) Good	4																						0
Duriel (N) - Base Desecrated A			7	983	983	983	1024	1	"gld,mul=1536"	11	Act 4 (N) Equip A	19	Runes 15	7	Act 4 (N) Good	4																						0
Duriel (N) - Base Desecrated B			7	983	983	983	1024	1	"gld,mul=1536"	11	Act 5 (N) Equip B	19	Runes 15	7	Act 5 (N) Good	4																						0
Duriel (N) - Base Desecrated C			7	983	983	983	1024	1	"gld,mul=1536"	11	Act 3 (H) Equip A	19	Runes 15	7	Act 3 (H) Good	4																						0
Duriel (H) - Base			7	983	983	983	1024	19	"gld,mul=2048"	11	Act 3 (H) Equip A	19	Act 3 (H) Junk	7	Act 3 (H) Good	4	tes	4																				0
Duriel (H) - Base Desecrated A			7	983	983	999	1024	0	"gld,mul=2048"	11	Act 4 (H) Equip B	19	Runes 17	7	Act 4 (H) Good	4	tes	4	Ancient Statue 2	2																		0
Duriel (H) - Base Desecrated B			7	983	983	999	1024	0	"gld,mul=2048"	11	Act 5 (H) Equip A	19	Runes 17	7	Act 5 (H) Good	4	tes	4	Ancient Statue 2	2																		0
Duriel (H) - Base Desecrated C			7	983	983	999	1024	0	"gld,mul=2048"	11	Act 5 (H) Equip B	19	Runes 17	7	Act 5 (H) Good	4	tes	4	Ancient Statue 2	2																		0
Duriel (H) - Base Desecrated D			7	983	983	999	1024	0	"gld,mul=2048"	11	Act 5 (H) Equip C	19	Runes 17	7	Act 5 (H) Good	4	tes	4	Ancient Statue 2	2																		0
Durielq - Base			7	993	993	1024	1024	8	Act 3 Equip A	19	Act 3 Good	4																										0
Durielq (N) - Base			7	993	993	1024	1024	19	Act 3 (N) Equip A	19	Act 3 (N) Good	4																										0
Durielq (H) - Base			7	993	993	1024	1024	19	Act 3 (H) Equip A	19	Act 3 (H) Good	4	tes	4																								0
Radament			5	915	915	960	1024	3	"gld,mul=1280"	11	Act 3 Equip B	19	Runes 12	7	Act 3 Good	4																						0
Radament Desecrated A	21	19	5	920	920	960	1024	1	"gld,mul=1280"	11	Act 3 Equip B	19	Runes 12	7	Act 3 Good	4																						0
Radament Desecrated B	21	33	5	920	920	960	1024	1	"gld,mul=1280"	11	Act 4 Equip B	19	Runes 12	7	Act 4 Good	4																						0
Radament Desecrated C	21	48	5	920	920	960	1024	1	"gld,mul=1280"	11	Act 3 (N) Equip A	19	Runes 12	7	Act 3 (N) Good	4																						0
Radament (N)			5	915	915	960	1024	3	"gld,mul=1536"	11	Act 3 (N) Equip B	19	Runes 15	7	Act 3 (N) Good	4																						0
Radament (N) Desecrated A	21	52	5	920	920	960	1024	1	"gld,mul=1536"	11	Act 3 (N) Equip C	19	Runes 15	7	Act 3 (N) Good	4																						0
Radament (N) Desecrated B	21	62	5	920	920	960	1024	1	"gld,mul=1536"	11	Act 5 (N) Equip A	19	Runes 15	7	Act 5 (N) Good	4																						0
Radament (N) Desecrated C	21	73	5	920	920	960	1024	1	"gld,mul=1536"	11	Act 3 (H) Equip A	19	Runes 15	7	Act 3 (H) Good	4																						0
Radament (H)			5	920	920	960	1024	1	"gld,mul=2048"	11	Act 3 (H) Equip C	19	Runes 17	7	Act 3 (H) Good	4																						0
Radament Item (H) Desecrated A			5	920	920	960	1024	1	"gld,mul=2048"	11	Act 4 (H) Equip B	19	Runes 17	7	Act 4 (H) Good	4																						0
Radament Item (H) Desecrated B			5	920	920	960	1024	1	"gld,mul=2048"	11	Act 5 (H) Equip A	19	Runes 17	7	Act 5 (H) Good	4																						0
Radament Item (H) Desecrated C			5	920	920	960	1024	1	"gld,mul=2048"	11	Act 5 (H) Equip B	19	Runes 17	7	Act 5 (H) Good	4																						0
Radament Item (H) Desecrated D			5	920	920	960	1024	1	"gld,mul=2048"	11	Act 5 (H) Equip C	19	Runes 17	7	Act 5 (H) Good	4																						0
Radament (H) Desecrated A	21	86	-1					0	Radament Item (H) Desecrated A	1																												0
Radament (H) Desecrated B	21	90	-1					0	Radament Item (H) Desecrated B	1																												0
Radament (H) Desecrated C	21	93	-1					0	Radament Item (H) Desecrated C	1																												0
Radament (H) Desecrated D	21	96	-1					0	Radament Item (H) Desecrated D	1																												0
Flying Scimitar			1					100	Act 2 Good	4	scm	57																										0
Flying Scimitar (N)			1					100	Act 2 (N) Good	4	scm	25	9sm	32																								0
Flying Scimitar (H)			1					100	Act 2 (H) Good	4	scm	7	9sm	18	7sm	32																						0
Mephisto			7	983	983	983	1024	2	"gld,mul=1280"	5	Act 4 Equip A	52	Runes 12	2	Act 4 Good	4																						0
Mephisto Desecrated A	22	26	7	983	983	983	1024	1	"gld,mul=1280"	5	Act 4 Equip A	52	Runes 12	2	Act 4 Good	4																						0
Mephisto Desecrated B	22	38	7	983	983	983	1024	1	"gld,mul=1280"	5	Act 5 Equip C	52	Runes 12	2	Act 5 Good	4																						0
Mephisto Desecrated C	22	48	7	983	983	983	1024	1	"gld,mul=1280"	5	Act 3 (N) Equip A	52	Runes 12	2	Act 3 (N) Good	4																						0
Mephisto (N)			7	983	983	983	1024	2	"gld,mul=1536"	5	Act 4 (N) Equip A	52	Runes 15	2	Act 4 (N) Good	4																						0
Mephisto (N) Desecrated A	22	59	7	983	983	983	1024	1	"gld,mul=1536"	5	Act 4 (N) Equip B	52	Runes 15	2	Act 4 (N) Good	4																						0
Mephisto (N) Desecrated B	22	66	7	983	983	983	1024	1	"gld,mul=1536"	5	Act 5 (N) Equip C	52	Runes 15	2	Act 5 (N) Good	4																						0
Mephisto (N) Desecrated C	22	73	7	983	983	983	1024	1	"gld,mul=1536"	5	Act 3 (H) Equip A	52	Runes 15	2	Act 3 (H) Good	4																						0
Mephisto (H)			7	983	983	983	1024	0	"gld,mul=2048"	5	Act 4 (H) Equip A	52	Runes 17	2	Act 4 (H) Good	4	ceh	2																				0
Mephisto Item (H) Desecrated A			7	983	983	999	1024	0	"gld,mul=2048"	5	Act 4 (H) Equip B	52	Runes 17	2	Act 4 (H) Good	4	ceh	2	Ancient Statue 3	2																		0
Mephisto Item (H) Desecrated B			7	983	983	999	1024	0	"gld,mul=2048"	5	Act 5 (H) Equip A	52	Runes 17	2	Act 5 (H) Good	4	ceh	2	Ancient Statue 3	2																		0
Mephisto Item (H) Desecrated C			7	983	983	999	1024	0	"gld,mul=2048"	5	Act 5 (H) Equip B	52	Runes 17	2	Act 5 (H) Good	4	ceh	2	Ancient Statue 3	2																		0
Mephisto Item (H) Desecrated D			7	983	983	999	1024	0	"gld,mul=2048"	5	Act 5 (H) Equip C	52	Runes 17	2	Act 5 (H) Good	4	ceh	2	Ancient Statue 3	2																		0
Mephisto (H) Desecrated A	22	87	-1					0	Mephisto Item (H) Desecrated A	1																												0
Mephisto (H) Desecrated B	22	90	-1					0	Mephisto Item (H) Desecrated B	1																												0
Mephisto (H) Desecrated C	22	93	-1					0	Mephisto Item (H) Desecrated C	1																												0
Mephisto (H) Desecrated D	22	96	-1					0	Mephisto Item (H) Desecrated D	1																												0
Mephistoq			7	993	993	1024	1024	6	Act 4 Equip A	52	Act 4 Good	4																										0
Mephistoq (N)			7	993	993	1024	1024	6	Act 4 (N) Equip A	52	Act 4 (N) Good	4																										0
Mephistoq (H)			7	993	993	1024	1024	1	Act 4 (H) Equip A	52	Act 4 (H) Good	4	ceh	2																								0
Diablo			7	983	983	983	1024	2	"gld,mul=1280"	5	Act 5 Equip A	52	Runes 12	2	Act 5 Good	4																						0
Diablo Desecrated A	23	40	7	983	983	983	1024	1	"gld,mul=1280"	5	Act 1 (N) Equip A	52	Runes 12	2	Act 1 (N) Good	4																						0
Diablo Desecrated B	23	48	7	983	983	983	1024	1	"gld,mul=1280"	5	Act 3 (N) Equip A	52	Runes 12	2	Act 3 (N) Good	4																						0
Diablo (N)			7	983	983	983	1024	2	"gld,mul=1536"	5	Act 5 (N) Equip A	52	Runes 15	2	Act 5 (N) Good	4																						0
Diablo (N) Desecrated A	23	62	7	983	983	983	1024	1	"gld,mul=1536"	5	Act 5 (N) Equip A	52	Runes 15	2	Act 5 (N) Good	4																						0
Diablo (N) Desecrated B	23	67	7	983	983	983	1024	1	"gld,mul=1536"	5	Act 1 (H) Equip A	52	Runes 15	2	Act 1 (H) Good	4																						0
Diablo (N) Desecrated C	23	73	7	983	983	983	1024	1	"gld,mul=1536"	5	Act 3 (H) Equip A	52	Runes 15	2	Act 3 (H) Good	4																						0
Diablo (H)			7	983	983	987	1024	0	"gld,mul=2048"	5	Act 5 (H) Equip A	52	Runes 17	2	Act 5 (H) Good	4	bet	2																				0
Diablo Item (H) Desecrated A			7	983	983	999	1024	0	"gld,mul=2048"	5	Act 5 (H) Equip B	52	Runes 17	2	Act 5 (H) Good	4	bet	2	Ancient Statue 4	2																		0
Diablo Item (H) Desecrated B			7	983	983	999	1024	0	"gld,mul=2048"	5	Act 5 (H) Equip C	52	Runes 17	2	Act 5 (H) Good	4	bet	2	Ancient Statue 4	2																		0
Diablo (H) Desecrated A	23	94	-1					0	Diablo Item (H) Desecrated A	1																												0
Diablo (H) Desecrated B	23	96	-1					0	Diablo Item (H) Desecrated B	1																												0
Diabloq			7	993	993	1024	1024	6	Act 5 Equip A	52	Act 5 Good	4																										0
Diabloq (N)			7	993	993	1024	1024	6	Act 5 (N) Equip A	52	Act 5 (N) Good	4																										0
Diabloq (H)			7	993	993	1024	1024	2	Act 5 (H) Equip A	52	Act 5 (H) Good	4	bet	2																								0
Summoner			5	915	915	972	1024	2	"gld,mul=1280"	9	Act 2 Equip C	15	Runes 12	2	Act 2 Good	4	Act 3 Magic A	4																				0
Summoner Desecrated A	24	18	5	920	920	972	1024	0	"gld,mul=1280"	9	Act 2 Equip C	15	Runes 12	2	Act 2 Good	4	Act 3 Magic A	4																				0
Summoner Desecrated B	24	32	5	920	920	972	1024	0	"gld,mul=1280"	9	Act 4 Equip B	15	Runes 12	2	Act 4 Good	4	Act 5 Magic A	4																				0
Summoner Desecrated C	24	48	5	920	920	972	1024	0	"gld,mul=1280"	9	Act 3 (N) Equip C	15	Runes 12	2	Act 3 (N) Good	4	Act 4 (N) Magic A	4																				0
Summoner (N)			5	915	915	972	1024	2	"gld,mul=1536"	9	Act 2 (N) Equip C	15	Runes 15	2	Act 2 (N) Good	4	Act 3 (N) Magic A	4																				0
Summoner (N) Desecrated A	24	55	5	920	920	972	1024	0	"gld,mul=1536"	9	Act 4 (N) Equip A	15	Runes 15	2	Act 4 (N) Good	4	Act 5 (N) Magic A	4																				0
Summoner (N) Desecrated B	24	63	5	920	920	972	1024	0	"gld,mul=1536"	9	Act 5 (N) Equip A	15	Runes 15	2	Act 5 (N) Good	4	Act 1 (H) Magic A	4																				0
Summoner (N) Desecrated C	24	73	5	920	920	972	1024	0	"gld,mul=1536"	9	Act 3 (H) Equip A	15	Runes 15	2	Act 3 (H) Good	4	Act 3 (H) Magic A	4																				0
Summoner (H)			5	920	920	972	1024	0	"gld,mul=2048"	9	Act 2 (H) Equip C	15	Runes 17	2	Act 2 (H) Good	4	Act 3 (H) Magic A	4	pk2	2																		0
Summoner Item (H) Desecrated A			5	920	920	972	1024	0	"gld,mul=2048"	9	Act 4 (H) Equip A	15	Runes 17	2	Act 4 (H) Good	4	Act 5 (H) Magic A	4	pk2	2																		0
Summoner Item (H) Desecrated B			5	920	920	972	1024	0	"gld,mul=2048"	9	Act 4 (H) Equip B	15	Runes 17	2	Act 4 (H) Good	4	Act 5 (H) Magic B	4	pk2	2																		0
Summoner Item (H) Desecrated C			5	920	920	972	1024	0	"gld,mul=2048"	9	Act 4 (H) Equip C	15	Runes 17	2	Act 4 (H) Good	4	Act 5 (H) Magic A	4	pk2	2																		0
Summoner Item (H) Desecrated D			5	920	920	972	1024	0	"gld,mul=2048"	9	Act 5 (H) Equip A	15	Runes 17	2	Act 5 (H) Good	4	Act 5 (H) Magic C	4	pk2	2																		0
Summoner Item (H) Desecrated E			5	920	920	972	1024	0	"gld,mul=2048"	9	Act 5 (H) Equip B	15	Runes 17	2	Act 5 (H) Good	4	Act 5 (H) Magic C	4	pk2	2																		0
Summoner Item (H) Desecrated F			5	920	920	972	1024	0	"gld,mul=2048"	9	Act 5 (H) Equip C	15	Runes 17	2	Act 5 (H) Good	4	Act 5 (H) Magic C	4	pk2	2																		0
Summoner (H) Desecrated A	24	80	-1					0	Summoner Item (H) Desecrated A	1																												0
Summoner (H) Desecrated B	24	84	-1					0	Summoner Item (H) Desecrated B	1																												0
Summoner (H) Desecrated C	24	87	-1					0	Summoner Item (H) Desecrated C	1																												0
Summoner (H) Desecrated D	24	90	-1					0	Summoner Item (H) Desecrated D	1																												0
Summoner (H) Desecrated E	24	93	-1					0	Summoner Item (H) Desecrated E	1																												0
Summoner (H) Desecrated F	24	96	-1					0	Summoner Item (H) Desecrated F	1																												0
Council			3	900	900	950	1024	2	"gld,mul=1280"	9	Act 4 Equip A	15	Runes 12	2	Act 4 Good	4	Act 4 Magic A	4																				0
Council Desecrated A	25	28	3	910	910	955	1024	0	"gld,mul=1280"	9	Act 4 Equip B	15	Runes 12	2	Act 4 Good	4	Act 4 Magic B	4																				0
Council Desecrated B	25	38	3	910	910	955	1024	0	"gld,mul=1280"	9	Act 5 Equip C	15	Runes 12	2	Act 5 Good	4	Act 5 Magic C	4																				0
Council Desecrated C	25	48	3	910	910	955	1024	0	"gld,mul=1280"	9	Act 3 (N) Equip A	15	Runes 12	2	Act 3 (N) Good	4	Act 3 (N) Magic A	4																				0
Council (N)			3	900	900	950	1024	2	"gld,mul=1536"	9	Act 4 (N) Equip A	15	Runes 15	2	Act 4 (N) Good	4	Act 4 (N) Magic A	4																				0
Council (N) Desecrated A	25	57	3	910	910	955	1024	0	"gld,mul=1536"	9	Act 4 (N) Equip B	15	Runes 15	2	Act 4 (N) Good	4	Act 4 (N) Magic B	4																				0
Council (N) Desecrated B	25	66	3	910	910	955	1024	0	"gld,mul=1536"	9	Act 5 (N) Equip C	15	Runes 15	2	Act 5 (N) Good	4	Act 5 (N) Magic C	4																				0
Council (N) Desecrated C	25	73	3	910	910	955	1024	0	"gld,mul=1536"	9	Act 3 (H) Equip A	15	Runes 15	2	Act 3 (H) Good	4	Act 3 (H) Magic A	4																				0
Council (H)			3	910	910	955	1024	0	"gld,mul=2048"	9	Act 4 (H) Equip A	15	Runes 17	2	Act 4 (H) Good	4	Act 4 (H) Magic A	4																				0
