description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
测试新属性 mana/enr with Item Type armo	1									3	armo	r02	key					useitem	99			mana/enr			12	12																					r02	100																												key																													0
测试新属性 addxp/lvl with Item Type armo	1									3	armo	r01	key					useitem	99			addxp/lvl			6	6																					r01	100																												key																													0
测试新属性 cheap with Item Type ring	1									3	ring	r19	key					useitem	99			cheap			10	10																					r19	100																												key																													0
测试新属性 enr% with Item Type ring	1									3	ring	r18	key					useitem	99			enr%			3	5																					r18	100																												key																													0
测试新属性 dex% with Item Type ring	1									3	ring	r17	key					useitem	99			dex%			3	5																					r17	100																												key																													0
测试新属性 str% with Item Type ring	1									3	ring	r16	key					useitem	99			str%			3	5																					r16	100																												key																													0
测试新属性 vit% with Item Type ring	1									3	ring	r15	key					useitem	99			vit%			3	5																					r15	100																												key																													0
测试新属性 coldskill with Item Type ring	1									3	ring	r14	key					useitem	99			coldskill			2	2																					r14	100																												key																													0
测试新属性 magicskill with Item Type ring	1									3	ring	r13	key					useitem	99			magicskill			2	2																					r13	100																												key																													0
测试新属性 lightningskill with Item Type ring	1									3	ring	r12	key					useitem	99			lightningskill			2	2																					r12	100																												key																													0
测试新属性 poisonskill with Item Type ring	1									3	ring	r11	key					useitem	99			poisonskill			2	2																					r11	100																												key																													0
测试新属性 fireskill with Item Type ring	1									3	ring	r10	key					useitem	99			fireskill			2	2																					r10	100																												key																													0
测试新属性 dmg-min/str with Item Type ring	1									3	ring	r09	key					useitem	99			dmg-min/str			2	2																					r09	100																												key																													0
测试新属性 dmg-max/str with Item Type ring	1									3	ring	r08	key					useitem	99			dmg-max/str			2	2																					r08	100																												key																													0
测试新属性 dmg-min/dex with Item Type ring	1									3	ring	r07	key					useitem	99			dmg-min/dex			2	2																					r07	100																												key																													0
测试新属性 dmg-max/dex with Item Type ring	1									3	ring	r06	key					useitem	99			dmg-max/dex			2	2																					r06	100																												key																													0
测试新属性 ac/str with Item Type ring	1									3	ring	r05	key					useitem	99			ac/str			2	2																					r05	100																												key																													0
测试新属性 att/dex with Item Type ring	1									3	ring	r04	key					useitem	99			att/dex			2	2																					r04	100																												key																													0
测试新属性 hp/vit with Item Type ring	1									3	ring	r03	key					useitem	99			hp/vit			8	8																					r03	100																												key																													0
测试新属性 mana/enr with Item Type ring	1									3	ring	r02	key					useitem	99			mana/enr			12	12																					r02	100																												key																													0
测试新属性 addxp/lvl with Item Type ring	1									3	ring	r01	key					useitem	99			addxp/lvl			6	6																					r01	100																												key																													0
测试新属性 cheap with Item Type amu	1									3	amu	r19	key					useitem	99			cheap			10	10																					r19	100																												key																													0
测试新属性 enr% with Item Type amu	1									3	amu	r18	key					useitem	99			enr%			3	5																					r18	100																												key																													0
测试新属性 dex% with Item Type amu	1									3	amu	r17	key					useitem	99			dex%			3	5																					r17	100																												key																													0
测试新属性 str% with Item Type amu	1									3	amu	r16	key					useitem	99			str%			3	5																					r16	100																												key																													0
测试新属性 vit% with Item Type amu	1									3	amu	r15	key					useitem	99			vit%			3	5																					r15	100																												key																													0
测试新属性 coldskill with Item Type amu	1									3	amu	r14	key					useitem	99			coldskill			2	2																					r14	100																												key																													0
测试新属性 magicskill with Item Type amu	1									3	amu	r13	key					useitem	99			magicskill			2	2																					r13	100																												key																													0
测试新属性 lightningskill with Item Type amu	1									3	amu	r12	key					useitem	99			lightningskill			2	2																					r12	100																												key																													0
测试新属性 poisonskill with Item Type amu	1									3	amu	r11	key					useitem	99			poisonskill			2	2																					r11	100																												key																													0
测试新属性 fireskill with Item Type amu	1									3	amu	r10	key					useitem	99			fireskill			2	2																					r10	100																												key																													0
测试新属性 dmg-min/str with Item Type amu	1									3	amu	r09	key					useitem	99			dmg-min/str			2	2																					r09	100																												key																													0
测试新属性 dmg-max/str with Item Type amu	1									3	amu	r08	key					useitem	99			dmg-max/str			2	2																					r08	100																												key																													0
测试新属性 dmg-min/dex with Item Type amu	1									3	amu	r07	key					useitem	99			dmg-min/dex			2	2																					r07	100																												key																													0
测试新属性 dmg-max/dex with Item Type amu	1									3	amu	r06	key					useitem	99			dmg-max/dex			2	2																					r06	100																												key																													0
测试新属性 ac/str with Item Type amu	1									3	amu	r05	key					useitem	99			ac/str			2	2																					r05	100																												key																													0
测试新属性 att/dex with Item Type amu	1									3	amu	r04	key					useitem	99			att/dex			2	2																					r04	100																												key																													0
测试新属性 hp/vit with Item Type amu	1									3	amu	r03	key					useitem	99			hp/vit			8	8																					r03	100																												key																													0
测试新属性 mana/enr with Item Type amu	1									3	amu	r02	key					useitem	99			mana/enr			12	12																					r02	100																												key																													0
测试新属性 addxp/lvl with Item Type amu	1									3	amu	r01	key					useitem	99			addxp/lvl			6	6																					r01	100																												key																													0
测试新属性 cheap with Item Type jew	1									3	jew	r19	key					useitem	99			cheap			10	10																					r19	100																												key																													0
测试新属性 enr% with Item Type jew	1									3	jew	r18	key					useitem	99			enr%			3	5																					r18	100																												key																													0
测试新属性 dex% with Item Type jew	1									3	jew	r17	key					useitem	99			dex%			3	5																					r17	100																												key																													0
测试新属性 str% with Item Type jew	1									3	jew	r16	key					useitem	99			str%			3	5																					r16	100																												key																													0
测试新属性 vit% with Item Type jew	1									3	jew	r15	key					useitem	99			vit%			3	5																					r15	100																												key																													0
测试新属性 coldskill with Item Type jew	1									3	jew	r14	key					useitem	99			coldskill			2	2																					r14	100																												key																													0
测试新属性 magicskill with Item Type jew	1									3	jew	r13	key					useitem	99			magicskill			2	2																					r13	100																												key																													0
测试新属性 lightningskill with Item Type jew	1									3	jew	r12	key					useitem	99			lightningskill			2	2																					r12	100																												key																													0
测试新属性 poisonskill with Item Type jew	1									3	jew	r11	key					useitem	99			poisonskill			2	2																					r11	100																												key																													0
测试新属性 fireskill with Item Type jew	1									3	jew	r10	key					useitem	99			fireskill			2	2																					r10	100																												key																													0
测试新属性 dmg-min/str with Item Type jew	1									3	jew	r09	key					useitem	99			dmg-min/str			2	2																					r09	100																												key																													0
测试新属性 dmg-max/str with Item Type jew	1									3	jew	r08	key					useitem	99			dmg-max/str			2	2																					r08	100																												key																													0
测试新属性 dmg-min/dex with Item Type jew	1									3	jew	r07	key					useitem	99			dmg-min/dex			2	2																					r07	100																												key																													0
测试新属性 dmg-max/dex with Item Type jew	1									3	jew	r06	key					useitem	99			dmg-max/dex			2	2																					r06	100																												key																													0
测试新属性 ac/str with Item Type jew	1									3	jew	r05	key					useitem	99			ac/str			2	2																					r05	100																												key																													0
测试新属性 att/dex with Item Type jew	1									3	jew	r04	key					useitem	99			att/dex			2	2																					r04	100																												key																													0
测试新属性 hp/vit with Item Type jew	1									3	jew	r03	key					useitem	99			hp/vit			8	8																					r03	100																												key																													0
测试新属性 mana/enr with Item Type jew	1									3	jew	r02	key					useitem	99			mana/enr			12	12																					r02	100																												key																													0
测试新属性 addxp/lvl with Item Type jew	1									3	jew	r01	key					useitem	99			addxp/lvl			6	6																					r01	100																												key																													0
测试新属性 cheap with Item Type char	1									3	char	r19	key					useitem	99			cheap			10	10																					r19	100																												key																													0
测试新属性 enr% with Item Type char	1									3	char	r18	key					useitem	99			enr%			3	5																					r18	100																												key																													0
测试新属性 dex% with Item Type char	1									3	char	r17	key					useitem	99			dex%			3	5																					r17	100																												key																													0
测试新属性 str% with Item Type char	1									3	char	r16	key					useitem	99			str%			3	5																					r16	100																												key																													0
测试新属性 vit% with Item Type char	1									3	char	r15	key					useitem	99			vit%			3	5																					r15	100																												key																													0
测试新属性 coldskill with Item Type char	1									3	char	r14	key					useitem	99			coldskill			2	2																					r14	100																												key																													0
测试新属性 magicskill with Item Type char	1									3	char	r13	key					useitem	99			magicskill			2	2																					r13	100																												key																													0
测试新属性 lightningskill with Item Type char	1									3	char	r12	key					useitem	99			lightningskill			2	2																					r12	100																												key																													0
测试新属性 poisonskill with Item Type char	1									3	char	r11	key					useitem	99			poisonskill			2	2																					r11	100																												key																													0
测试新属性 fireskill with Item Type char	1									3	char	r10	key					useitem	99			fireskill			2	2																					r10	100																												key																													0
测试新属性 dmg-min/str with Item Type char	1									3	char	r09	key					useitem	99			dmg-min/str			2	2																					r09	100																												key																													0
测试新属性 dmg-max/str with Item Type char	1									3	char	r08	key					useitem	99			dmg-max/str			2	2																					r08	100																												key																													0
测试新属性 dmg-min/dex with Item Type char	1									3	char	r07	key					useitem	99			dmg-min/dex			2	2																					r07	100																												key																													0
测试新属性 dmg-max/dex with Item Type char	1									3	char	r06	key					useitem	99			dmg-max/dex			2	2																					r06	100																												key																													0
测试新属性 ac/str with Item Type char	1									3	char	r05	key					useitem	99			ac/str			2	2																					r05	100																												key																													0
测试新属性 att/dex with Item Type char	1									3	char	r04	key					useitem	99			att/dex			2	2																					r04	100																												key																													0
测试新属性 hp/vit with Item Type char	1									3	char	r03	key					useitem	99			hp/vit			8	8																					r03	100																												key																													0
测试新属性 mana/enr with Item Type char	1									3	char	r02	key					useitem	99			mana/enr			12	12																					r02	100																												key																													0
测试新属性 addxp/lvl with Item Type char	1									3	char	r01	key					useitem	99			addxp/lvl			6	6																					r01	100																												key																													0
zod(33) + gem4 -> lo(28) + hel(15)	1				100					2	r33	gem4						r28																													r15																																																										0
lo(28) + hel(15) -> zod(33)	1				100					2	r28	r15						r33																																																																																							0
cham(32) + gem4 -> vex(26) + hel(15)	1				100					2	r32	gem4						r26																													r15																																																										0
vex(26) + hel(15) -> cham(32)	1				100					2	r26	r15						r32																																																																																							0
jah(31) + gem4 -> ber(30) + lo(28)	1				100					2	r31	gem4						r30																													r28																																																										0
ber(30) + lo(28) -> jah(31)	1				100					2	r30	r28						r31																																																																																							0
ber(30) + gem4 -> lo(28) + lo(28)	1				100					2	r30	gem4						r28																													r28																																																										0
lo(28) + lo(28) -> ber(30)	1				100					2	"r28,qty=2"							r30																																																																																							0
sur(29) + gem4 -> lo(28) + ohm(27)	1				100					2	r29	gem4						r28																													r27																																																										0
lo(28) + ohm(27) -> sur(29)	1				100					2	r28	r27						r29																																																																																							0
lo(28) + gem4 -> vex(26) + vex(26)	1				100					2	r28	gem4						r26																													r26																																																										0
vex(26) + vex(26) -> lo(28)	1				100					2	"r26,qty=2"							r28																																																																																							0
ohm(27) + gem4 -> ist(24) + ist(24) + ist(24)	1				100					2	r27	gem4						r24																													r24																													r24																													0
ist(24) + ist(24) + ist(24) -> ohm(27)	1				100					3	"r24,qty=3"							r27																																																																																							0
vex(26) + gem4 -> gul(25) + mal(23)	1				100					2	r26	gem4						r25																													r23																																																										0
gul(25) + mal(23) -> vex(26)	1				100					2	r25	r23						r26																																																																																							0
gul(25) + gem4 -> mal(23) + mal(23)	1				100					2	r25	gem4						r23																													r23																																																										0
mal(23) + mal(23) -> gul(25)	1				100					2	"r23,qty=2"							r25																																																																																							0
ist(24) + gem4 -> mal(23) + pul(21)	1				100					2	r24	gem4						r23																													r21																																																										0
mal(23) + pul(21) -> ist(24)	1				100					2	r23	r21						r24																																																																																							0
mal(23) + gem4 -> um(22) + lem(20)	1				100					2	r23	gem4						r22																													r20																																																										0
um(22) + lem(20) -> mal(23)	1				100					2	r22	r20						r23																																																																																							0
um(22) + gem4 -> pul(21) + lem(20)	1				100					2	r22	gem4						r21																													r20																																																										0
pul(21) + lem(20) -> um(22)	1				100					2	r21	r20						r22																																																																																							0
pul(21) + gem4 -> lem(20) + ko(18)	1				100					2	r21	gem4						r20																													r18																																																										0
lem(20) + ko(18) -> pul(21)	1				100					2	r20	r18						r21																																																																																							0
3 fal(19) -> lem(20)	1				100					3	"r19,qty=3"							r20																																																																																							0
8 fal(19) -> ist(24)	1				100					8	"r19,qty=8"							r24																																																																																							0
7 ko(18) -> mal(23)	1				100					7	"r18,qty=7"							r23																																																																																							0
8 lum(17) -> mal(23)	1				100					8	"r17,qty=8"							r23																																																																																							0
8 io(16) -> um(22)	1				100					8	"r16,qty=8"							r22																																																																																							0
8 hel(15) -> gul(25)	1				100					8	"r15,qty=8"							r25																																																																																							0
8 dol(14) -> lem(20)	1				100					8	"r14,qty=8"							r20																																																																																							0
8 shael(13) -> lem(20)	1				100					8	"r13,qty=8"							r20																																																																																							0
8 sol(12) -> lem(20)	1				100					8	"r12,qty=8"							r20																																																																																							0
8 amn(11) -> um(22)	1				100					8	"r11,qty=8"							r22																																																																																							0
8 thul(10) -> lem(20)	1				100					8	"r10,qty=8"							r20																																																																																							0
8 ort(09) -> lem(20)	1				100					8	"r09,qty=8"							r20																																																																																							0
8 ral(08) -> lem(20)	1				100					8	"r08,qty=8"							r20																																																																																							0
8 tal(07) -> lem(20)	1				100					8	"r07,qty=8"							r20																																																																																							0
8 ith(06) -> lem(20)	1				100					8	"r06,qty=8"							r20																																																																																							0
8 eth(05) -> lem(20)	1				100					8	"r05,qty=8"							r20																																																																																							0
8 nef(04) -> lem(20)	1				100					8	"r04,qty=8"							r20																																																																																							0
8 tir(03) -> lem(20)	1				100					8	"r03,qty=8"							r20																																																																																							0
8 eld(02) -> lem(20)	1				100					8	"r02,qty=8"							r20																																																																																							0
8 el(01) -> lem(20)	1				100					8	"r01,qty=8"							r20																																																																																							0
8 undefined -> lem(20)	1				100					8	"gem4,qty=8"							r20																																																																																							0
8 undefined -> hel(15)	1				100					8	"rune1,qty=8"							r15																																																																																							0
8 undefined -> ko(18)	1				100					8	"rune2,qty=8"							r18																																																																																							0
8 undefined -> hel(15)	1				100					8	"gem3,qty=8"							r15																																																																																							0
5 lem(20) -> ist(24)	1				100					5	"r20,qty=5"							r24																																																																																							0
3 mal(23) -> vex(26)	1				100					3	"r23,qty=3"							r26																																																																																							0
4 vex(26) -> ber(30)	1				100					4	"r26,qty=4"							r30																																																																																							0
6 vex(26) -> jah(31)	1				100					6	"r26,qty=6"							r31																																																																																							0
vex(26) + Jewel -> Rainbow Facet	1				100					2	r26	jew						Rainbow Facet	90																																																																																						0
Rainbow Facet -> 1 gul(25)	1				100					1	Rainbow Facet							r25																																																																																							0
lo(28) + Ring -> The Stone of Jordan	1				100					2	r28	rin						The Stone of Jordan	90																																																																																						0
The Stone of Jordan -> 1 ohm(27)	1				100					1	The Stone of Jordan							r27																																																																																							0
vex(26) + Ring -> Bul Katho's Wedding Band	1				100					2	r26	rin						Bul Katho's Wedding Band	90																																																																																						0
Bul Katho's Wedding Band -> 1 gul(25)	1				100					1	Bul Katho's Wedding Band							r25																																																																																							0
ist(24) + Ring -> Raven Frost	1				100					2	r24	rin						Raven Frost	90																																																																																						0
Raven Frost -> 1 mal(23)	1				100					1	Raven Frost							r23																																																																																							0
um(22) + Ring -> Nature's Peace	1				100					2	r22	rin						Nature's Peace	90																																																																																						0
Nature's Peace -> 1 pul(21)	1				100					1	Nature's Peace							r21																																																																																							0
pul(21) + Ring -> Nagelring	1				100					2	r21	rin						Nagelring	90																																																																																						0
Nagelring -> 1 lem(20)	1				100					1	Nagelring							r20																																																																																							0
ohm(27) + Amulet -> Mara's Kaleidoscope	1				100					2	r27	amu						Mara's Kaleidoscope	90																																																																																						0
Mara's Kaleidoscope -> 1 vex(26)	1				100					1	Mara's Kaleidoscope							r26																																																																																							0
vex(26) + Amulet -> Tal Rasha's Adjudication	1				100					2	r26	amu						Tal Rasha's Adjudication	90																																																																																						0
Tal Rasha's Adjudication -> 1 gul(25)	1				100					1	Tal Rasha's Adjudication							r25																																																																																							0
gul(25) + Amulet -> Highlord's Wrath	1				100					2	r25	amu						Highlord's Wrath	90																																																																																						0
Highlord's Wrath -> 1 ist(24)	1				100					1	Highlord's Wrath							r24																																																																																							0
ist(24) + Amulet -> Metalgrid	1				100					2	r24	amu						Metalgrid	90																																																																																						0
Metalgrid -> 1 mal(23)	1				100					1	Metalgrid							r23																																																																																							0
um(22) + Amulet -> Atma's Scarab	1				100					2	r22	amu						Atma's Scarab	90																																																																																						0
Atma's Scarab -> 1 pul(21)	1				100					1	Atma's Scarab							r21																																																																																							0
lem(20) + Amulet -> The Cat's Eye	1				100					2	r20	amu						The Cat's Eye	90																																																																																						0
The Cat's Eye -> 1 fal(19)	1				100					1	The Cat's Eye							r19																																																																																							0
ber(30) + Sorceress Orb -> Fathom	1				100					2	r30	orb						Fathom	90																																																																																						0
Fathom -> 1 sur(29)	1				100					1	Fathom							r29																																																																																							0
vex(26) + Sorceress Orb -> Eschuta's temper	1				100					2	r26	orb						Eschuta's temper	90																																																																																						0
Eschuta's temper -> 1 gul(25)	1				100					1	Eschuta's temper							r25																																																																																							0
mal(23) + Sorceress Orb -> The Oculus	1				100					2	r23	orb						The Oculus	90																																																																																						0
The Oculus -> 1 um(22)	1				100					1	The Oculus							r22																																																																																							0
lem(20) + Sorceress Orb -> Tal Rasha's Lidless Eye	1				100					2	r20	orb						Tal Rasha's Lidless Eye	90																																																																																						0
Tal Rasha's Lidless Eye -> 1 fal(19)	1				100					1	Tal Rasha's Lidless Eye							r19																																																																																							0
ohm(27) + Bow -> Windforce	1				100					2	r27	bow						Windforce	90																																																																																						0
Windforce -> 1 vex(26)	1				100					1	Windforce							r26																																																																																							0
ist(24) + Amazon Javelin -> Titan's Revenge	1				100					2	r24	ajav						Titan's Revenge	90																																																																																						0
Titan's Revenge -> 1 mal(23)	1				100					1	Titan's Revenge							r23																																																																																							0
mal(23) + Amazon Javelin -> Thunderstroke	1				100					2	r23	ajav						Thunderstroke	90																																																																																						0
Thunderstroke -> 1 um(22)	1				100					1	Thunderstroke							r22																																																																																							0
sur(29) + Wand -> Deaths's Web	1				100					2	r29	wand						Deaths's Web	90																																																																																						0
Deaths's Web -> 1 lo(28)	1				100					1	Deaths's Web							r28																																																																																							0
um(22) + Voodoo Head -> Homunculus	1				100					2	r22	head						Homunculus	90																																																																																						0
Homunculus -> 1 pul(21)	1				100					1	Homunculus							r21																																																																																							0
vex(26) + Stave -> Mang Song's Lesson	1				100					2	r26	staf						Mang Song's Lesson	90																																																																																						0
Mang Song's Lesson -> 1 gul(25)	1				100					1	Mang Song's Lesson							r25																																																																																							0
vex(26) + Sword -> The Grandfather	1				100					2	r26	swor						The Grandfather	90																																																																																						0
The Grandfather -> 1 gul(25)	1				100					1	The Grandfather							r25																																																																																							0
gul(25) + Polearm -> The Reaper's Toll	1				100					2	r25	pole						The Reaper's Toll	90																																																																																						0
The Reaper's Toll -> 1 ist(24)	1				100					1	The Reaper's Toll							r24																																																																																							0
gul(25) + Hammer -> The Cranium Basher	1				100					2	r25	hamm						The Cranium Basher	90																																																																																						0
The Cranium Basher -> 1 ist(24)	1				100					1	The Cranium Basher							r24																																																																																							0
ist(24) + Axe -> Hellslayer	1				100					2	r24	axe						Hellslayer	90																																																																																						0
Hellslayer -> 1 mal(23)	1				100					1	Hellslayer							r23																																																																																							0
ist(24) + Sword -> Azurewrath	1				100					2	r24	swor						Azurewrath	90																																																																																						0
Azurewrath -> 1 mal(23)	1				100					1	Azurewrath							r23																																																																																							0
mal(23) + Scepter -> Heaven's Light	1				100					2	r23	scep						Heaven's Light	90																																																																																						0
Heaven's Light -> 1 um(22)	1				100					1	Heaven's Light							r22																																																																																							0
um(22) + Polearm -> Tomb Reaver	1				100					2	r22	pole						Tomb Reaver	90																																																																																						0
Tomb Reaver -> 1 pul(21)	1				100					1	Tomb Reaver							r21																																																																																							0
pul(21) + Sword -> Blade of Ali Baba	1				100					2	r21	swor						Blade of Ali Baba	90																																																																																						0
Blade of Ali Baba -> 1 lem(20)	1				100					1	Blade of Ali Baba							r20																																																																																							0
jah(31) + Body Armor -> Tyrael's Might	1				100					2	r31	tors						Tyrael's Might	90																																																																																						0
Tyrael's Might -> 1 ber(30)	1				100					1	Tyrael's Might							r30																																																																																							0
ohm(27) + Body Armor -> Tal Rasha's Howling Wind	1				100					2	r27	tors						Tal Rasha's Howling Wind	90																																																																																						0
Tal Rasha's Howling Wind -> 1 vex(26)	1				100					1	Tal Rasha's Howling Wind							r26																																																																																							0
vex(26) + Body Armor -> Ormus' Robes	1				100					2	r26	tors						Ormus' Robes	90																																																																																						0
Ormus' Robes -> 1 gul(25)	1				100					1	Ormus' Robes							r25																																																																																							0
gul(25) + Body Armor -> Arkaine's Valor	1				100					2	r25	tors						Arkaine's Valor	90																																																																																						0
Arkaine's Valor -> 1 ist(24)	1				100					1	Arkaine's Valor							r24																																																																																							0
ist(24) + Body Armor -> Skin of the Vipermagi	1				100					2	r24	tors						Skin of the Vipermagi	90																																																																																						0
Skin of the Vipermagi -> 1 mal(23)	1				100					1	Skin of the Vipermagi							r23																																																																																							0
mal(23) + Body Armor -> The Gladiator's Bane	1				100					2	r23	tors						The Gladiator's Bane	90																																																																																						0
The Gladiator's Bane -> 1 um(22)	1				100					1	The Gladiator's Bane							r22																																																																																							0
um(22) + Body Armor -> Duriel's Shell	1				100					2	r22	tors						Duriel's Shell	90																																																																																						0
Duriel's Shell -> 1 pul(21)	1				100					1	Duriel's Shell							r21																																																																																							0
pul(21) + Body Armor -> Skullder's Ire	1				100					2	r21	tors						Skullder's Ire	90																																																																																						0
Skullder's Ire -> 1 lem(20)	1				100					1	Skullder's Ire							r20																																																																																							0
lem(20) + Body Armor -> Guardian Angel	1				100					2	r20	tors						Guardian Angel	90																																																																																						0
Guardian Angel -> 1 fal(19)	1				100					1	Guardian Angel							r19																																																																																							0
gul(25) + Shield -> Medusa's Gaze	1				100					2	r25	shie						Medusa's Gaze	90																																																																																						0
Medusa's Gaze -> 1 ist(24)	1				100					1	Medusa's Gaze							r24																																																																																							0
ist(24) + Paladin Shield -> Herald of Zakarum	1				100					2	r24	ashd						Herald of Zakarum	90																																																																																						0
Herald of Zakarum -> 1 mal(23)	1				100					1	Herald of Zakarum							r23																																																																																							0
mal(23) + Paladin Shield -> Alma Negra	1				100					2	r23	ashd						Alma Negra	90																																																																																						0
Alma Negra -> 1 um(22)	1				100					1	Alma Negra							r22																																																																																							0
mal(23) + Shield -> Stormshield	1				100					2	r23	shie						Stormshield	90																																																																																						0
Stormshield -> 1 um(22)	1				100					1	Stormshield							r22																																																																																							0
um(22) + Shield -> Lidless Wall	1				100					2	r22	shie						Lidless Wall	90																																																																																						0
Lidless Wall -> 1 pul(21)	1				100					1	Lidless Wall							r21																																																																																							0
jah(31) + Circlet -> Griffon's Eye	1				100					2	r31	circ						Griffon's Eye	90																																																																																						0
Griffon's Eye -> 1 ber(30)	1				100					1	Griffon's Eye							r30																																																																																							0
sur(29) + Helm -> Crown of Ages	1				100					2	r29	helm						Crown of Ages	90																																																																																						0
Crown of Ages -> 1 lo(28)	1				100					1	Crown of Ages							r28																																																																																							0
ohm(27) + Helm -> Andariel's Visage	1				100					2	r27	helm						Andariel's Visage	90																																																																																						0
Andariel's Visage -> 1 vex(26)	1				100					1	Andariel's Visage							r26																																																																																							0
vex(26) + Helm -> Nightwing's Veil	1				100					2	r26	helm						Nightwing's Veil	90																																																																																						0
Nightwing's Veil -> 1 gul(25)	1				100					1	Nightwing's Veil							r25																																																																																							0
vex(26) + Barbarian Helm -> Halaberd's Reign	1				100					2	r26	phlm						Halaberd's Reign	90																																																																																						0
Halaberd's Reign -> 1 gul(25)	1				100					1	Halaberd's Reign							r25																																																																																							0
gul(25) + Barbarian Helm -> Arreat's Face	1				100					2	r25	phlm						Arreat's Face	90																																																																																						0
Arreat's Face -> 1 ist(24)	1				100					1	Arreat's Face							r24																																																																																							0
gul(25) + Druid Pelt -> Jalal's Mane	1				100					2	r25	pelt						Jalal's Mane	90																																																																																						0
Jalal's Mane -> 1 ist(24)	1				100					1	Jalal's Mane							r24																																																																																							0
mal(23) + Helm -> Harlequin Crest	1				100					2	r23	helm						Harlequin Crest	90																																																																																						0
Harlequin Crest -> 1 um(22)	1				100					1	Harlequin Crest							r22																																																																																							0
um(22) + Helm -> Kira's Guardian	1				100					2	r22	helm						Kira's Guardian	90																																																																																						0
Kira's Guardian -> 1 pul(21)	1				100					1	Kira's Guardian							r21																																																																																							0
pul(21) + Helm -> Guillaume's Face	1				100					2	r21	helm						Guillaume's Face	90																																																																																						0
Guillaume's Face -> 1 lem(20)	1				100					1	Guillaume's Face							r20																																																																																							0
lem(20) + Helm -> Tal Rasha's Horadric Crest	1				100					2	r20	helm						Tal Rasha's Horadric Crest	90																																																																																						0
Tal Rasha's Horadric Crest -> 1 fal(19)	1				100					1	Tal Rasha's Horadric Crest							r19																																																																																							0
mal(23) + Glove -> Dracul's Grasp	1				100					2	r23	glov						Dracul's Grasp	90																																																																																						0
Dracul's Grasp -> 1 um(22)	1				100					1	Dracul's Grasp							r22																																																																																							0
um(22) + Glove -> Magefist	1				100					2	r22	glov						Magefist	90																																																																																						0
Magefist -> 1 pul(21)	1				100					1	Magefist							r21																																																																																							0
pul(21) + Glove -> Trang-Oul's Claws	1				100					2	r21	glov						Trang-Oul's Claws	90																																																																																						0
Trang-Oul's Claws -> 1 lem(20)	1				100					1	Trang-Oul's Claws							r20																																																																																							0
lem(20) + Glove -> Chance Guards	1				100					2	r20	glov						Chance Guards	90																																																																																						0
Chance Guards -> 1 fal(19)	1				100					1	Chance Guards							r19																																																																																							0
ohm(27) + Belt -> Arachnid Mesh	1				100					2	r27	belt						Arachnid Mesh	90																																																																																						0
Arachnid Mesh -> 1 vex(26)	1				100					1	Arachnid Mesh							r26																																																																																							0
mal(23) + Belt -> Thudergod's Vigor	1				100					2	r23	belt						Thudergod's Vigor	90																																																																																						0
Thudergod's Vigor -> 1 um(22)	1				100					1	Thudergod's Vigor							r22																																																																																							0
um(22) + Belt -> Verdugo's Hearty Cord	1				100					2	r22	belt						Verdugo's Hearty Cord	90																																																																																						0
Verdugo's Hearty Cord -> 1 pul(21)	1				100					1	Verdugo's Hearty Cord							r21																																																																																							0
pul(21) + Belt -> Tal Rasha's Fire-Spun Cloth	1				100					2	r21	belt						Tal Rasha's Fire-Spun Cloth	90																																																																																						0
Tal Rasha's Fire-Spun Cloth -> 1 lem(20)	1				100					1	Tal Rasha's Fire-Spun Cloth							r20																																																																																							0
lem(20) + Belt -> Goldwrap	1				100					2	r20	belt						Goldwrap	90																																																																																						0
Goldwrap -> 1 fal(19)	1				100					1	Goldwrap							r19																																																																																							0
fal(19) + Belt -> Razortail	1				100					2	r19	belt						Razortail	90																																																																																						0
Razortail -> 1 ko(18)	1				100					1	Razortail							r18																																																																																							0
ohm(27) + Boot -> Shadowdancer	1				100					2	r27	boot						Shadowdancer	90																																																																																						0
Shadowdancer -> 1 vex(26)	1				100					1	Shadowdancer							r26																																																																																							0
gul(25) + Boot -> Wartraveler	1				100					2	r25	boot						Wartraveler	90																																																																																						0
