Name	Source	ChineseName	ChineseEffect	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Fire		火焰之	火焰伤害1-4到6-11	100	1	1	14		10				1	12	fire-min		2	2	fire-max		3	5					lred	mcha												0	0
of Burning		燃燒之	火焰伤害5-9到10-20	100	1	1	24		18				1	12	fire-min		3	5	fire-max		6	11					lred	mcha												0	0
of Incineration		焚絕之	火焰伤害10-20到21-75	100	1		34		26				1	12	fire-min		6	10	fire-max		12	17					lred	mcha												0	0
of Flame		火炎之	火焰伤害1到2-5	100	1	1	11		8				2	12	fire-min		1	1	fire-max		2	2					lred	scha												0	0
of Fire		火焰之	火焰伤害1-4到6-11	100	1	1	20		15				1	12	fire-min		2	2	fire-max		3	4					lred	scha												0	0
of Burning		燃燒之	火焰伤害5-9到10-20	100	1	1	32		24				1	12	fire-min		3	4	fire-max		5	8					lred	scha												0	0
of Incineration		焚絕之	火焰伤害10-20到21-75	100	1		45		37				1	12	fire-min		5	7	fire-max		9	13					lred	scha												0	0
of Shock		觸電之	闪电伤害1到6-8	100	1	1	4		3				2	13	ltng-min		1	1	ltng-max		2	3					lred	lcha												0	0
of Lightning		閃電之	闪电伤害1到9-16	100	1	1	7		5				1	13	ltng-min		1	1	ltng-max		4	7					lred	lcha												0	0
of Thunder		雷電之	闪电伤害1到17-40	100	1	1	15		11				1	13	ltng-min		1	1	ltng-max		8	21					lred	lcha												0	0
of Storms		風暴之	闪电伤害1到41-120	100	1		22		16				1	13	ltng-min		1	1	ltng-max		22	33					lred	lcha												0	0
of Shock		觸電之	闪电伤害1到6-8	100	1	1	7		5				2	13	ltng-min		1	1	ltng-max		3	5					lred	mcha												0	0
of Lightning		閃電之	闪电伤害1到9-16	100	1	1	14		10				1	13	ltng-min		1	1	ltng-max		6	13					lred	mcha												0	0
of Thunder		雷電之	闪电伤害1到17-40	100	1	1	24		18				1	13	ltng-min		1	1	ltng-max		14	25					lred	mcha												0	0
of Storms		風暴之	闪电伤害1到41-120	100	1		34		26				1	13	ltng-min		1	1	ltng-max		26	38					lred	mcha												0	0
of Shock		觸電之	闪电伤害1到6-8	100	1	1	12		9				2	13	ltng-min		1	1	ltng-max		3	6					lred	scha												0	0
of Lightning		閃電之	闪电伤害1到9-16	100	1	1	21		15				1	13	ltng-min		1	1	ltng-max		7	10					lred	scha												0	0
of Thunder		雷電之	闪电伤害1到17-40	100	1	1	33		25				1	13	ltng-min		1	1	ltng-max		11	18					lred	scha												0	0
of Storms		風暴之	闪电伤害1到41-120	100	1		45		37				1	13	ltng-min		1	1	ltng-max		19	28					lred	scha												0	0
of Dexterity		敏捷之	敏捷1-2	1	1	1	1	12	1				4	17	dex		1	1									lred	boot	glov											0	0
of Dexterity		敏捷之	敏捷1-2	1	1	1	1	5	1				4	17	dex		1	1									lred	ring												0	0
of Strength		力量之	力量1-2	1	1	1	1	11	1				4	31	str		1	1									lred	glov												0	0
of Strength		力量之	力量1-2	1	1	1	1	4	1				4	31	str		1	1									lred	ring												0	0
of Thorns		棘刺之	反弹伤害1-3	1	1	1	1	13	1				4	6	thorns		1	1									lred	tors	belt	shld										0	0
of Frost		冰霜之	冰冷伤害1，持续1秒	1	1	1	1	3	1				4	10	dmg-cold	25	1	1									lred	weap							staf	wand	orb			0	0
of Flame		火炎之	火焰伤害1到2-5	1	1	1	1	3	1				4	12	dmg-fire		1	2									lred	weap							staf	wand	orb			0	0
of Blight		荒疫之	毒素伤害7，持续3秒	1	1	1	1	4	1				4	16	dmg-pois	50	8	8									lred	weap							scep	staf	orb			0	0
of Shock		觸電之	闪电伤害1到6-8	1	1	1	1	3	1				4	13	dmg-ltng		1	3									lred	weap							staf	wand	orb			0	0
of Regeneration		恢復之	生命恢复3-5	1	1	1	1	9	1				3	19	regen		2	2									lred	amul	circ											0	0
of Energy		能量之	精力1-3	1	1	1	1	4	1				4	23	enr		1	1									lred	amul	orb	circ	wand	staf	helm	ring						0	0
of Light		光明之	照明1、命中15	1	1	1	1	5	1				4	25	light		1	1	att		10	10					lred	ring	amul											0	0
of the Leech		血蛭之	吸取生命4%-5%	100	1	1	24		20				2	27	lifesteal		2	3									lred	amul												0	0
of the Locust		蝗蟲之	吸取生命6%-7%	100	1	1	57		45				2	27	lifesteal		4	5									lred	amul												0	0
of the Lamprey		八目鰻之	吸取生命8%-9%	100	1	1	85		73				2	27	lifesteal		6	6									lred	amul												0	0
of the Bat		蝙蝠之	吸取法力4%-5%	1	1	1	25		21				2	28	manasteal		2	3									lred	ring												0	0
of the Wraith		怨靈之	吸取法力6%-7%	1	1	1	58		46				2	28	manasteal		4	5									lred	ring												0	0
of the Vampire		吸血鬼之	吸取法力8%-9%	100	1	1	86		74				2	28	manasteal		6	6									lred	ring												0	0
MDKMOD-Expansion																																									
of Craftsmanship	MoreS	MaxDmg		100	1	1	1	55	1				96	14	dmg-max		1	2										amul	ring											0	
of Craftsmanship	MoreS	MaxDmg		100	1	1	22		19				96	14	dmg-max		3	4										amul	ring											0	
of Quality	MoreS	MaxDmg		100	1	1	53		49				96	14	dmg-max		5	12										amul	ring											0	
of Quality	MoreS	MaxDmg		100	1	1	77		61				96	14	dmg-max		10	20										amul	ring											0	
of Worth	MoreS	MinDmg		100	1	1	1	20	1				96	15	dmg-min		4	8										weap							orb	wand				0	
of Evisceration	MoreS	MaxDmg		100	1	1	85		79				88	14	dmg-max		101	120									blac	weap							wand	staf	orb			0	
of Measure	MoreS	MinDmg		100	1	1	12	30	9				84	15	dmg-min		3	4										weap							orb	wand				0	
of the Leech	MoreS	lifesteal		100	1	1	6		4				84	27	lifesteal		4	5										weap							orb					0	
of the Locust	MoreS	lifesteal		100	1	1	20		15				84	27	lifesteal		6	7									cred	weap							orb					0	
of the Lamprey	MoreS	lifesteal		100	1	1	55		43				84	27	lifesteal		8	9									cred	mele							orb					0	
of the Bat	MoreS	manasteal		100	1	1	7		4				84	28	manasteal		4	5										weap							orb					0	
of the Wraith	MoreS	manasteal		100	1	1	21		16				84	28	manasteal		6	7									cred	weap												0	
of the Vampire	MoreS	manasteal		100	1	1	56		48				84	28	manasteal		8	9									cred	mele												0	
of the Apprentice	MoreS	Faster Cast Rate		100	1	1	5		3				72	9	cast1		10	10										rod	ring	amul	orb	circ								0	
of Excellence	MoreS	MinDmg		100	1	1	24	45	18				72	15	dmg-min		5	8										weap							orb	wand				0	
of Replenishing	MoreS	Replenishes quantity		100	1	1	5		3				72	39	rep-quant	5												thro												0	
of Splitting	MoreS	Bone Spear Projectiles		100	1	1	30		30		nec	30	64	81	extra_bonespears		1	1										head	wand											0	
of Splitting	MoreS	Holy Bolt Projectiles		100	1	1	30		30		pal	30	64	81	extra_holybolt		1	1										scep	ashd											0	
of Flame	MoreS	Dmg-Fire		100	1	1	4	35	3				60	12	fire-min		1	1	fire-max		2	5						weap							wand	orb				0	
of Shock	MoreS	Dmg-Ltng		100	1	1	4	35	3				60	13	ltng-min		1	1	ltng-max		6	8						weap							wand	orb				0	
of Craftsmanship	MoreS	MaxDmg		100	1	1	1	20	1				60	14	dmg-max		1	2										weap							wand	orb				0	
of Quality	MoreS	MaxDmg		100	1	1	4	30	3				60	14	dmg-max		3	4										weap							wand	orb				0	
of Maiming	MoreS	MaxDmg		100	1	1	7	40	5				60	14	dmg-max		5	6										weap							wand	orb				0	
of Slaying	MoreS	MaxDmg		100	1	1	11	55	8				60	14	dmg-max		7	8										weap							wand	orb				0	
of Gore	MoreS	MaxDmg		100	1	1	14	65	10				60	14	dmg-max		9	10										weap							wand	orb				0	
of Carnage	MoreS	MaxDmg		100	1	1	19	80	14				60	14	dmg-max		11	14									blac	weap							wand	orb				0	
of Slaughter	MoreS	MaxDmg		100	1	1	25		18				60	14	dmg-max		15	20									blac	weap							wand	orb				0	
of Butchery	MoreS	MaxDmg		100	1	1	35		27				60	14	dmg-max		21	40									blac	weap							wand	orb				0	
of Evisceration	MoreS	MaxDmg		100	1	1	45		37				60	14	dmg-max		41	63									blac	weap							wand	orb				0	
of Evisceration	MoreS	MaxDmg		100	1	1	60		50				60	14	dmg-max		64	80									blac	weap							wand	staf	orb			0	
of Evisceration	MoreS	MaxDmg		100	1	1	73		65				60	14	dmg-max		81	100									blac	weap							wand	staf	orb			0	
of Performance	MoreS	MinDmg		100	1	1	48	55	40				60	15	dmg-min		9	14									blac	weap							orb	wand				0	
of Propogation	MoreS	Replenishes quantity		100	1	1	24		18				60	39	rep-quant	10												thro												0	
of Warmth	MoreS	Half Freeze Duration		100	1	1	10		7				48	11	half-freeze		1	1										shld	boot	glov	ring	amul	circ	orb						0	
of Fire	MoreS	Dmg-Fire		100	1	1	15	50	11				48	12	fire-min		1	4	fire-max		6	11						weap							wand	orb				0	
of Lightning	MoreS	Dmg-Ltng		100	1	1	15	50	11				48	13	ltng-min		1	1	ltng-max		9	16						weap							wand	orb				0	
of Maiming	MoreS	MaxDmg		100	1	1	42		34				48	14	dmg-max		1	4										shld												0	
of Transcendence	MoreS	MinDmg		100	1	1	76	65	68				48	15	dmg-min		15	20									blac	weap							orb	wand				0	
of Dexterity	MoreS	 Dex		100	1	1	1	20	1				48	17	dex		1	2										amul	miss	circ										0	
of Dexterity	MoreS	 Dex		100	1	1	6	30	4				48	17	dex		1	2										ring	glov											0	
of Daring	MoreS	 Dex		100	1	1	7	30	5				48	17	dex		1	5										jewl												0	
of Daring	MoreS	 Dex		100	1	1	19	50	14				48	17	dex		4	6										jewl												0	
of Daring	MoreS	 Dex		100	1	1	36		28				48	17	dex		7	9										jewl												0	
of Dexterity	MoreS	 Dex		100	1	1	15	10	3				48	17	dex		5	10										boot	glov											0	
of Dexterity	MoreS	 Dex		100	1	1	21	10	5				48	17	dex		5	10										ring												0	
of Balance	MoreS	Faster Hit Recovery		100	1	1	5		3				48	18	balance1		10	10										armo							glov					0	
of Equilibrium	MoreS	Faster Hit Recovery		100	1	1	9		6				48	18	balance2		20	20										tors	belt	shld										0	
of Stability	MoreS	Faster Hit Recovery		100	1	1	18		13				48	18	balance3		25	25									dyel	tors	belt											0	
of Truth	MoreS	Faster Hit Recovery		100	1	1	44		36				48	18	balance1		7	7										jewl												0	
of Regeneration	MoreS	Replenish Life		100	1	1	10	35	7				48	19	regen		6	10										scep	belt	ring	amul	circ								0	
of Regeneration	MoreS	Replenish Life		100	1	1	40		30				48	19	regen		6	10										shld	glov											0	
of Regeneration	MoreS	Replenish Life		100	1	1	70		52				48	19	regen		6	10										tors	weap	boot					scep					0	
of Regrowth	MoreS	Replenish Life		100	1	1	17		12				48	19	regen		6	18									cred	scep	amul	circ										0	
of Regrowth	MoreS	Replenish Life		100	1	1	55		41				48	19	regen		6	15									cred	belt	ring											0	
of Revivification	MoreS	Replenish Life		100	1	1	38		30				48	19	regen		11	15									cred	scep	amul	circ										0	
of Honor	MoreS	Replenish Life		100	1	1	47		35				48	19	regen		6	15										jewl												0	
of Greed	MoreS	Extra Gold		100	1	1	1		1				48	21	gold%		25	40										ring	amul	circ										0	
of Wealth	MoreS	Extra Gold		100	1	1	17		12				48	21	gold%		41	80									lgld	boot	glov	belt	amul	circ								0	
of Avarice	MoreS	Extra Gold		100	1	1	1		1				48	21	gold%		10	30										jewl												0	
of Chance	MoreS	Mag%		100	1	1	12	50	9				48	22	mag%		5	12										boot	glov	ring	amul	circ								0	
of Fortune	MoreS	Mag%		100	1	1	16		12				48	22	mag%		13	20									lgld	boot	glov	amul	circ	ring								0	
of Fortune	MoreS	Mag%		100	1	1	26		19				48	22	mag%		21	25									lgld	boot	glov	amul	circ	ring								0	
of Luck	MoreS	Mag%		100	1	1	36		31				48	22	mag%		20	30									lgld	boot	amul	circ										0	
of Luck	MoreS	Mag%		100	1	1	53		48				48	22	mag%		28	40									lgld	amul	circ											0	
of Energy	MoreS	 Enr		100	1	1	1	25	1				48	23	enr		1	3										amul	orb	circ	wand	staf								0	
of the Mind	MoreS	 Enr		100	1	1	7	50	3				48	23	enr		4	6										amul	orb	circ	wand	staf								0	
of Energy	MoreS	 Enr		100	1	1	7	25	5				48	23	enr		1	3										ring												0	
of Energy	MoreS	 Enr		100	1	1	1	4	1				48	23	enr		1	1										amul	orb	circ	wand	staf	helm	ring						0	
of Light	MoreS	Light & Att		100	1	1	1	5	1				48	25	light		1	1	att		10	10						ring	amul	rod	armo									0	
of Spirit	MoreS	Life		100	1	1	1	50	1				48	26	hp		3	8										jewl												0	
of Hope	MoreS	Life		100	1	1	45		37				48	26	hp		9	20										jewl												0	
of the Leech	MoreS	lifesteal		100	1	1	14		10				48	27	lifesteal		3	4										ring	circ											0	
of the Locust	MoreS	lifesteal		100	1	1	47		35				48	27	lifesteal		5	6										ring	circ											0	
of the Lamprey	MoreS	lifesteal		100	1	1	77		65				48	27	lifesteal		7	8									cred	ring	circ											0	
of the Leech	MoreS	lifesteal		100	1	1	34		26				48	27	lifesteal		3	3									cred	glov												0	
of the Bat	MoreS	manasteal		100	1	1	15		11				48	28	manasteal		3	4										amul	circ											0	
of the Wraith	MoreS	manasteal		100	1	1	58		40				48	28	manasteal		5	6										amul	circ											0	
of the Vampire	MoreS	manasteal		100	1	1	78		66				48	28	manasteal		7	8									cred	amul	circ											0	
of the Bat	MoreS	manasteal		100	1	1	35		27				48	28	manasteal		3	3									cred	glov												0	
of Strength	MoreS	 Str		100	1	1	1	25	1				48	31	str		1	2										amul	belt	club	hamm	circ								0	
of the Ox	MoreS	 Str		100	1	1	26	70	19				48	31	str		6	9										amul	belt	club	hamm	circ								0	
of Strength	MoreS	 Str		100	1	1	5	30	3				48	31	str		1	2										ring	scep	mace	tors									0	
of Virility	MoreS	 Str		100	1	1	18	25	13				48	31	str		1	5										jewl												0	
of Virility	MoreS	 Str		100	1	1	33	50	25				48	31	str		5	6										jewl												0	
of Virility	MoreS	 Str		100	1	1	50		42				48	31	str		7	9										jewl												0	
of Strength	MoreS	 Str		100	1	1	1	11	1				48	31	str		1	1										glov												0	
of Strength	MoreS	 Str		100	1	1	1	4	1				48	31	str		1	1										ring												0	
of Haste	MoreS	Faster Run/Walk		100	1	1	22		16				48	35	move2		20	20										boot	circ											0	
of Speed	MoreS	Faster Run/Walk		100	1	1	37		29				48	35	move3		30	30										boot	circ											0	
of Traveling	MoreS	Faster Run/Walk		100	1	1	65		57				48	35	move3		30	30	stamdrain		80	90						boot												0	
of Acceleration	MoreS	Faster Run/Walk		100	1	1	51		43				48	35	move3		40	40										boot												0	
of Burning	MoreS	Dmg-Fire		100	1	1	25	70	18				36	12	fire-min		5	9	fire-max		10	20					dred	weap							wand	orb				0	
of Thunder	MoreS	Dmg-Ltng		100	1	1	25	70	18				36	13	ltng-min		1	1	ltng-max		17	40					dyel	weap							wand	orb				0	
of Maiming	MoreS	MaxDmg		100	1	1	65		51				36	14	dmg-max		5	8										shld												0	
of Maiming	MoreS	MaxDmg		100	1	1	80		68				36	14	dmg-max		9	12										shld												0	
of Transcendence	MoreS	MinDmg		100	1	1	82		75				36	15	dmg-min		30	40									blac	weap							orb	wand				0	
of Skill	MoreS	 Dex		100	1	1	11	40	8				36	17	dex		3	5										amul	miss	circ										0	
of Accuracy	MoreS	 Dex		100	1	1	27	55	20				36	17	dex		6	9										amul	miss	circ										0	
of Precision	MoreS	 Dex		100	1	1	43	75	35				36	17	dex		10	15										amul	miss	circ										0	
of Perfection	MoreS	 Dex		100	1	1	59		51				36	17	dex		16	20									dgld	amul	miss	circ										0	
of Nirvana	MoreS	 Dex		100	1	1	72		64				36	17	dex		21	30									dgld	amul	miss	circ										0	
of Skill	MoreS	 Dex		100	1	1	22	50	16				36	17	dex		3	5										ring	glov											0	
of Accuracy	MoreS	 Dex		100	1	1	39	70	31				36	17	dex		6	9										ring	glov											0	
of Precision	MoreS	 Dex		100	1	1	56		48				36	17	dex		10	15										ring	glov											0	
of Perfection	MoreS	 Dex		100	1	1	75		67				36	17	dex		16	20									dgld	ring	glov											0	
of Dexterity	MoreS	 Dex		100	1	1	13	35	9				36	17	dex		2	3										tors	boot						glov					0	
of Skill	MoreS	 Dex		100	1	1	34	55	26				36	17	dex		4	5										tors	boot						glov					0	
of Accuracy	MoreS	 Dex		100	1	1	46	75	38				36	17	dex		6	9										tors	boot						glov					0	
of Precision	MoreS	 Dex		100	1	1	60		52				36	17	dex		10	15									dgld	tors	boot						glov					0	
of Perfection	MoreS	 Dex		100	1	1	80		75				36	17	dex		20	30									dgld	tors	boot						glov					0	
of Regeneration	MoreS	Replenish Life		100	1	1	1	9	1				36	19	regen		2	5										amul	circ											0	
of Vileness	MoreS	Prevent Monster Heal		100	1	1	9		6				36	20	noheal		1	1										weap							rod	orb				0	
of Vileness	MoreS	Prevent Monster Heal		100	1	1	44		37				36	20	noheal		1	1										glov	belt											0	
of Brilliance	MoreS	 Enr		100	1	1	13	75	9				36	23	enr		7	10										amul	orb	circ	wand	staf								0	
of Sorcery	MoreS	 Enr		100	1	1	21		16				36	23	enr		11	15										amul	orb	circ	wand	staf								0	
of Wizardry	MoreS	 Enr		100	1	1	31		23				36	23	enr		16	20									dgld	amul	orb	circ	wand	staf								0	
of Enlightenment	MoreS	 Enr		100	1	1	41		33				36	23	enr		21	30									dgld	amul	orb	circ	wand	staf								0	
of the Mind	MoreS	 Enr		100	1	1	13	50	9				36	23	enr		4	6										ring												0	
of Brilliance	MoreS	 Enr		100	1	1	21	75	16				36	23	enr		7	10										ring												0	
of Sorcery	MoreS	 Enr		100	1	1	31		23				36	23	enr		11	15										ring												0	
of Wizardry	MoreS	 Enr		100	1	1	41		33				36	23	enr		16	20									dgld	ring												0	
of Energy	MoreS	 Enr		100	1	1	4	25	3				36	23	enr		1	3										helm	scep											0	
of the Mind	MoreS	 Enr		100	1	1	10	50	7				36	23	enr		4	6										helm	scep											0	
of Brilliance	MoreS	 Enr		100	1	1	16	70	12				36	23	enr		7	10										helm	scep											0	
of Sorcery	MoreS	 Enr		100	1	1	26		21				36	23	enr		11	15									dgld	helm	scep											0	
of Knowledge	MoreS	 Enr		100	1	1	9	25	6				36	23	enr		1	5										jewl												0	
of Knowledge	MoreS	 Enr		100	1	1	24	50	18				36	23	enr		4	6										jewl												0	
of Knowledge	MoreS	 Enr		100	1	1	41		33				36	23	enr		7	9										jewl												0	
of the Bear	MoreS	Knockback		100	1	1	8		6				36	24	knock		1	1										weap												0	
of the Jackal	MoreS	Life		100	1	1	1	20	1				36	26	hp		1	5										tors	belt	amul	phlm	circ								0	
of the Fox	MoreS	Life		100	1	1	7	30	5				36	26	hp		6	10										tors	belt	amul	phlm	circ								0	
of the Wolf	MoreS	Life		100	1	1	15	50	11				36	26	hp		11	20										tors	belt	amul	phlm	circ								0	
of the Tiger	MoreS	Life		100	1	1	20	65	15				36	26	hp		21	30										tors	belt	amul	phlm	circ								0	
of the Mammoth	MoreS	Life		100	1	1	25		18				36	26	hp		31	40									cred	tors	belt	amul	phlm	circ								0	
of the Colosuss	MoreS	Life		100	1	1	30		22				36	26	hp		41	60									cred	tors	belt	amul	phlm	circ								0	
of the Squid	MoreS	Life		100	1	1	40		30				36	26	hp		61	80									cred	tors	belt	amul	phlm	circ								0	
of the Whale	MoreS	Life		100	1	1	50		37				36	26	hp		81	100									cred	tors	belt	amul	phlm	circ								0	
of the Jackal	MoreS	Life		100	1	1	4	25	3				36	26	hp		1	5										shld	pelt											0	
of the Fox	MoreS	Life		100	1	1	11	50	8				36	26	hp		6	10										shld	pelt											0	
of the Wolf	MoreS	Life		100	1	1	27	75	20				36	26	hp		11	20										shld	pelt											0	
of the Tiger	MoreS	Life		100	1	1	43		35				36	26	hp		21	30										shld	pelt											0	
of the Mammoth	MoreS	Life		100	1	1	59		51				36	26	hp		31	40									cred	shld	pelt											0	
of the Colosuss	MoreS	Life		100	1	1	75		67				36	26	hp		41	60									cred	shld	pelt											0	
of the Jackal	MoreS	Life		100	1	1	8	40	6				36	26	hp		1	5										club	hamm	mace	ring	helm								0	
of the Fox	MoreS	Life		100	1	1	17	70	13				36	26	hp		6	10										club	hamm	mace	ring	helm								0	
of the Wolf	MoreS	Life		100	1	1	34		26				36	26	hp		11	20										club	hamm	mace	ring	helm								0	
of the Tiger	MoreS	Life		100	1	1	51		43				36	26	hp		21	30										club	hamm	mace	ring	helm								0	
of the Mammoth	MoreS	Life		100	1	1	68		60				36	26	hp		31	40									cred	club	hamm	mace	ring	helm								0	
of Amelioration	MoreS	Poison Length Reduced by%		100	1	1	25		18				36	29	res-pois-len		50	74										tors	shld	amul	circ									0	
of Remedy	MoreS	Poison Length Reduced by%		100	1	1	18	50	13				36	29	res-pois-len		25	49										armo	ring	amul	circ									0	
of Remedy	MoreS	Poison Length Reduced by%		100	1	1	1	25	1				36	29	res-pois-len		10	24										armo	ring	amul	circ									0	
of Ease	MoreS	Requirements -#%		100	1	1	15		11				36	30	ease		-20	-20										tors	weap	shld					rod	orb				0	
of Freedom	MoreS	Requirements -#%		100	1	1	1		1				36	30	ease		-15	-15										jewl												0	
of Might	MoreS	 Str		100	1	1	10	40	8				36	31	str		3	5										amul	belt	club	hamm	circ								0	
of the Giant	MoreS	 Str		100	1	1	42		34				36	31	str		10	15										amul	belt	club	hamm	circ								0	
of the Titan	MoreS	 Str		100	1	1	58		50				36	31	str		16	20									dgld	amul	belt	club	hamm	circ								0	
of Atlus	MoreS	 Str		100	1	1	71		63				36	31	str		21	30									dgld	amul	belt	club	hamm	circ								0	
of Might	MoreS	 Str		100	1	1	21	65	15				36	31	str		3	5										ring	scep	mace	tors									0	
of the Ox	MoreS	 Str		100	1	1	38		30				36	31	str		6	9										ring	scep	mace	tors									0	
of the Giant	MoreS	 Str		100	1	1	55		47				36	31	str		10	15										ring	scep	mace	tors									0	
of the Titan	MoreS	 Str		100	1	1	74		66				36	31	str		16	20									dgld	ring	scep	mace	tors									0	
of Strength	MoreS	 Str		100	1	1	12	30	8				36	31	str		1	2										mele	glov	shld					blun					0	
of Might	MoreS	 Str		100	1	1	33	60	25				36	31	str		3	5										mele	glov	shld					blun					0	
of the Ox	MoreS	 Str		100	1	1	45		37				36	31	str		6	9										mele	glov	shld					blun					0	
of the Giant	MoreS	 Str		100	1	1	59		51				36	31	str		10	15									dgld	mele	glov						blun					0	
of Pacing	MoreS	Faster Run/Walk		100	1	1	12	50	8				36	35	move1		10	10										boot	circ											0	
of Self-Repair	MoreS	Repairs Dur		100	1	1	3	40	1				36	37	rep-dur	3												weap	armo	shld					thro	miss				0	
of Worth	MoreS	MinDmg		100	1	1	15		11				32	15	dmg-min		2	3										ring	amul	circ										0	
of Measure	MoreS	MinDmg		100	1	1	37		29				32	15	dmg-min		4	5										ring	amul	circ										0	
of Excellence	MoreS	MinDmg		100	1	1	59		51				32	15	dmg-min		6	9										ring	amul	circ										0	
of Performance	MoreS	MinDmg		100	1	1	81		73				32	15	dmg-min		10	13										ring	amul	circ										0	
of Joyfulness	MoreS	MinDmg		100	1	1	5	50	3				32	15	dmg-min		1	4									whit	jewl												0	
of Bliss	MoreS	MinDmg		100	1	1	43		37				32	15	dmg-min		5	10									whit	jewl												0	
of the Magus	MoreS	Faster Cast Rate		100	1	1	29		21				30	9	cast3		20	20										rod	orb	circ					scep					0	
of Blocking	MoreS	#% Increased Chance of Blocking		100	1	1	1		1				26	8	block		10	19	block2		15	15						shld												0	
of Craftsmanship	MoreS	MaxDmg		100	1	1	1	7	1				25	14	dmg-max		1	2										circ												0	
of Craftsmanship	MoreS	MaxDmg		100	1	1	12	14	10				25	14	dmg-max		2	3										circ												0	
of Craftsmanship	MoreS	MaxDmg		100	1	1	24	29	22				25	14	dmg-max		4	5										circ												0	
of Quality	MoreS	MaxDmg		100	1	1	37		35				25	14	dmg-max		6	7										circ												0	
of Quality	MoreS	MaxDmg		100	1	1	48		46				25	14	dmg-max		8	9										circ												0	
of Maiming	MoreS	MaxDmg		100	1	1	66		62				25	14	dmg-max		10	12										circ												0	
of Maiming	MoreS	MaxDmg		100	1	1	79		74				25	14	dmg-max		13	15										circ												0	
of Ire	MoreS	MaxDmg		100	1	1	4		3				25	14	dmg-max		2	5										jewl												0	
of Wrath	MoreS	MaxDmg		100	1	1	16		11				25	14	dmg-max		6	9									blac	jewl												0	
of Health	MoreS	Red-Dmg		100	1	1	7	20	5				24	1	red-dmg		1	1										tors	shld	ring	amul	circ								0	
of Protection	MoreS	Red-Dmg		100	1	1	18	40	13				24	1	red-dmg		2	2										ring	amul	circ										0	
of Absorption	MoreS	Red-Dmg		100	1	1	26	50	19				24	1	red-dmg		3	5										amul	circ	ring										0	
of Life	MoreS	Red-Dmg		100	1	1	35		26				24	1	red-dmg		6	10									dblu	amul	circ	ring										0	
of Life Everlasting	MoreS	Red-Dmg		100	1	1	45		37				24	1	red-dmg		10	25										amul	circ											0	
of Protection	MoreS	Red-Dmg		100	1	1	24	25	18				24	1	red-dmg		2	3										tors	shld	circ										0	
of Absorption	MoreS	Red-Dmg		100	1	1	32	55	24				24	1	red-dmg		4	5										tors	shld	circ										0	
of Life	MoreS	Red-Dmg		100	1	1	41		33				24	1	red-dmg		6	7										tors	shld	circ										0	
of Anima	MoreS	Red-Dmg		100	1	1	51		43				24	1	red-dmg		8	15										tors	shld	circ										0	
of Warding	MoreS	Red-Mag		100	1	1	7	25	5				24	2	red-mag		1	2										tors	shld	ring	amul	orb	circ							0	
of the Sentinel	MoreS	Red-Mag		100	1	1	18		12				24	2	red-mag		3	4										ring	amul	orb	circ									0	
of Guarding	MoreS	Red-Mag		100	1	1	26		19				24	2	red-mag		5	6										amul	orb	circ	ring									0	
of Negation	MoreS	Red-Mag		100	1	1	42		35				24	2	red-mag		7	8										amul	orb	circ	ring									0	
of the Sentinel	MoreS	Red-Mag		100	1	1	24	40	18				24	2	red-mag		2	4										tors	shld	circ										0	
of Guarding	MoreS	Red-Mag		100	1	1	32		24				24	2	red-mag		5	8										tors	shld	circ										0	
of Negation	MoreS	Red-Mag		100	1	1	41		33				24	2	red-mag		9	15										tors	shld	circ										0	
of Warding	MoreS	Res-Mag		100	1	1	26	37	19				24	2	res-mag		2	5										tors	shld	ring	amul	orb	circ							0	
of the Sentinel	MoreS	Res-Mag		100	1	1	42		31				24	2	res-mag		6	9										ring	amul	orb	circ	tors	shld							0	
of Guarding	MoreS	Res-Mag		100	1	1	66		53				24	2	res-mag		10	13										amul	orb	circ	tors	shld								0	
of Negation	MoreS	Res-Mag		100	1	1	84		72				24	2	res-mag		14	20										shld	orb	circ	tors									0	
of Coolness	MoreS	Fire Absorb%		100	1	1	11	35	8				24	3	abs-fire		2	3										tors	shld	boot	circ									0	
of Frost	MoreS	Dmg-Cold-Len		100	1	0	5	20	3				24	10	cold-min		4	6	cold-max		6	8						lcha												0	
of Warmth	MoreS	Cannot Be Frozen		100	1	1	77		69				24	11	nofreeze		1	1										shld	boot	glov	ring	amul	circ	orb						0	
of Incineration	MoreS	Dmg-Fire		100	1	1	43		35				24	12	fire-min		10	20	fire-max		21	75					dred	weap							wand	orb				0	
of Flame	MoreS	Dmg-Fire		100	1	1	40		30				24	12	fire-min		1	1	fire-max		2	5					dred	glov	ring	amul										0	
of Passion	MoreS	Dmg-Fire		100	1	1	55		51				24	12	fire-min		1	3	fire-max		6	10					dred	glov	ring	amul										0	
of Fire	MoreS	Dmg-Fire		100	1	1	65		62				24	12	fire-min		4	10	fire-max		11	30					dred	glov	ring	amul										0	
of Burning	MoreS	Dmg-Fire		100	1	1	80		77				24	12	fire-min		11	25	fire-max		31	50					dred	glov	ring	amul										0	
